Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
101,"ORIGIN 2000 250 MHz,                 HPE                Lockheed MartinUnited States",128,51.44,64.0,
102,"ORIGIN 2000 250 MHz,                 HPE                National Center for Atmospheric Research (NCAR)United States",128,51.44,64.0,
103,"ORIGIN 2000 250 MHz,                 HPE                Naval Research Laboratory (NRL)United States",128,51.44,64.0,
104,"ORIGIN 2000 250 MHz,                 HPE                White Sands Missile Range National DirectorateUnited States",128,51.44,64.0,
105,"Exemplar X-Class,                 HPE                Caltech/JPLUnited States",128,51.3,92.16,
106,"Exemplar X-Class,                 HPE                Hewlett-Packard CXTCUnited States",128,51.3,92.16,
107,"SP P2SC 160 MHz,                 IBM                Chip Manufacturer (D)United States",114,51.16,72.96,
108,"T3D MC512-8,                 Cray/HPE                Los Alamos National LaboratoryUnited States",512,50.8,76.8,
109,"T3D MC512-8,                 Cray/HPE                Network Computing Services, Inc.United States",512,50.8,76.8,
110,"T3D MC512-8,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",512,50.8,76.8,
111,"T3D MC512-8,                 Cray/HPE                University of EdinburghUnited Kingdom",512,50.8,76.8,
112,"SP P2SC 120 MHz,                 IBM                Chip Manufacturer (A)United States",152,50.42,72.96,
113,"Avalon Cluster,                 Self-made                Los Alamos National Laboratory /CNLSUnited States",140,48.6,149.24,
114,"SX-4/25,                 NEC                National Aerospace Laboratory of JapanJapan",25,48.3,50.0,
115,"T3E,                 Cray/HPE                Petroleum Company (A)United States",108,47.1,64.8,
116,"VPP500/32,                 Fujitsu                The Angstrom Technology PartnershipJapan",32,46.1,51.2,
117,"SP P2SC 120 MHz,                 IBM                Chase ManhattanUnited States",133,44.7,63.84,
118,"SP PC604e 332 MHz,                 IBM                AWEUnited Kingdom",140,44.27,92.96,
119,"SP PC604e 332 MHz,                 IBM                SearsUnited States",140,44.27,92.96,
120,"SP2/256,                 IBM                Scientific Supercomputing Center KarlsruheGermany",256,44.2,68.09,
121,"SP P2SC 120 MHz,                 IBM                Centre Informatique National (CINES)France",127,43.1,60.96,
122,"T3E900,                 Cray/HPE                North Carolina Supercomputing Center (NCSC)United States",66,42.7,59.4,
123,"T3E900,                 Cray/HPE                Phillips Petroleum CompanyUnited States",66,42.7,59.4,
124,"SP PC604e 332 MHz,                 IBM                Pennsylvania State UniversityUnited States",134,42.47,88.97,
125,"SP PC604e 332 MHz,                 IBM                Deutsche Telekom AGGermany",132,41.87,87.64,
126,"SP PC604e 332 MHz,                 IBM                State of OhioUnited States",132,41.87,87.64,
127,"HPC 6000 ""Wildfire"",                 Oracle                SunUnited States",104,41.58,52.0,
128,"T3E,                 Cray/HPE                Norwegian University of Science and TechnologyNorway",94,41.1,56.4,
