Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
441,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                IT Service Provider (D)United States",2760,13.87,25.72,
442,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2324,13.79,24.73,
443,"Intimidata - eServer Blue Gene Solution,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",6144,13.78,17.2,67
444,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",2016,13.73,24.19,224
445,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Semiconductor CompanyTaiwan",2000,13.68,24.0,
446,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Actebis Peacock GmbHGermany",2008,13.68,24.1,223
447,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",2008,13.68,24.1,223
448,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet,                 HPE                OmnitureUnited States",2304,13.68,24.58,
449,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, GigEthernet,                 HPE                Telecommunication CompanyItaly",2304,13.68,24.58,
450,"SGI Altix ICE 8200, Xeon quad core 2.83 GHz,                 HPE                RoshydrometRussia",1416,13.68,16.03,
451,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
452,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
453,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
454,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
455,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
456,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
457,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Geoscience (P)United States",2764,13.64,33.17,263
458,"Cluster Platform 3000 BL460c, Xeon 52xx 3 GHz, GigEthernet,                 HPE                Financial InstitutionJapan",1992,13.64,23.9,
459,"Morpheus - ClusterVision Cluster, QC Opteron 2.1 GHz, Infiniband,                 ClusterVision                CASPURItaly",2064,13.6,17.34,
460,"Cluster Platform 3000 BL460c, Xeon E54xx 2.83 GHz, GigEthernet,                 HPE                Information AgencyFrance",2128,13.57,24.09,
461,"Cluster Platform 3000 BL460c, Xeon 54xx 2 GHz, GigEthernet,                 HPE                Cerner Corp.United States",3152,13.53,25.22,
462,"SGI Altix ICE 8200, Xeon quad core 2.83 GHz,                 HPE                University of ArizonaUnited States",1392,13.48,15.76,67
463,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Logistic Services (E)United States",2664,13.48,24.83,
464,"LQCD AMD 7N Cluster - KOI Quad Core Opteron 1.9GHz, Infiniband,                 Koi Computers                Jefferson LabUnited States",3040,13.46,23.1,
465,"Cluster Platform 4000 BL465c, Opteron DC 2.4GHz, GigEthernet,                 HPE                Computacenter (UK) LTDUnited Kingdom",5200,13.42,24.96,
466,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (D)Germany",2640,13.38,24.6,
467,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (D)Germany",2640,13.38,24.6,
468,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet,                 IBM                RetailUnited States",2700,13.32,32.4,217
469,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet,                 IBM                RetailUnited States",2700,13.32,32.4,217
470,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet,                 IBM                Financial Institution ()France",2672,13.28,24.94,107
471,"Cluster Platform 3000 BL460c, Xeon 53xx 1.86GHz, GigEthernet,                 HPE                Hewlett PackardUnited Kingdom",3328,13.28,24.76,
472,"Cluster Platform 3000 BL680c, Xeon 73xx 1.86 Ghz, GigabitEth,                 HPE                Telecommunication CompanyFrance",3312,13.22,24.64,
473,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet,                 HPE                Financial InstitutionUnited Kingdom",2064,13.22,23.36,
474,"Cluster Platform 3000 BL460c, Xeon 54xx 2.83 GHz, GigEthernet,                 HPE                Financial InstitutionUnited Kingdom",2064,13.22,23.36,
475,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband,                 IBM                Lockheed MartinUnited States",1832,13.21,17.1,73
476,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, Infiniband,                 HPE                Insight DirectUnited States",1904,13.2,20.31,
477,"Nous - Cluster Platform 3000 BL460c, Xeon 54xx 3 GHz, Infiniband,                 HPE                Sony. System Technologies LaboratoryJapan",1408,13.17,16.89,
478,"BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Paprikaas Interactive ServicesIndia",1920,13.16,23.04,
479,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (B)United States",2200,13.16,23.47,
480,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Food IndustryUnited Kingdom",1912,13.11,22.94,212
481,"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, GigEthernet,                 IBM                Digital Media Company (G)India",2400,13.08,25.6,111
482,"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband,                 IBM                Siberian National UniversityRussia",1808,13.06,16.87,72
483,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Financial InstitutionUnited States",2560,13.05,23.86,
484,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Financial InstitutionUnited States",2560,13.05,23.86,
485,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Government ClassifiedUnited States",2560,13.05,23.86,
486,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Government ClassifiedUnited States",2560,13.05,23.86,
487,"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet,                 HPE                Logistic Services (E)United States",1896,13.02,22.75,280
488,"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, GigEthernet,                 HPE                Financial Institution (D)Germany",2544,12.98,23.71,
489,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                Semiconductor Company (P)United States",2152,12.96,22.96,
490,"eServer pSeries p5 575 1.5 GHz,                 IBM                HPCxUnited Kingdom",2560,12.94,15.36,
491,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                Logistic ServicesChina",2528,12.91,23.56,
492,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                Semiconductor Company (O)United Kingdom",1392,12.86,16.7,
493,"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband,                 IBM                University of KentuckyUnited States",1360,12.83,16.32,129
494,"Cluster Platform 3000 BL460c, Xeon L54xx 2.5 GHz, GigEthernet,                 HPE                QXL Poland SP ZOOPoland",2304,12.82,23.04,
495,"Cluster Platform 3000 BL460c, Xeon 54xx 2.33 GHz, GigEthernet,                 HPE                IT Services Provider (C)Sweden",2480,12.71,23.11,
496,"BladeCenter HS21 Cluster, Xeon QC L54xx 2.5 GHz, Infiniband,                 ClusterVision/IBM                Universiteit GentBelgium",1568,12.7,15.68,50
497,"Transtec Xeon Cluster,                 Transtec AG                Scientific Supercomputing Center KarlsruheGermany",1616,12.64,17.19,
498,"IRLIN 504 - Supermicro QC Opteron 2.3 GHz, Infiniband,                 ServiWare                IFP Energies nouvellesFrance",1824,12.6,16.78,
499,"Lawrencium - PowerEdge 1950, Xeon E54xx, 2.66 GHz, Infiniband,                 DELL EMC                Lawrence Berkeley National LaboratoryUnited States",1584,12.6,16.85,
500,"Cluster Platform 3000 BL460c, Xeon E54xx 2.83 GHz, GigEthernet,                 HPE                Semiconductor Company (O)United Kingdom",1952,12.59,22.1,
