Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"SuperDome/HyperPlex,                 HPE                Titan SecureUnited States",128,196.7,281.6,
302,"SuperDome/HyperPlex,                 HPE                VerizonUnited States",128,196.7,281.6,
303,"SuperDome/HyperPlex,                 HPE                VodafoneUnited Kingdom",128,196.7,281.6,
304,"SuperDome/HyperPlex,                 HPE                Wirth Adolf GmBHGermany",128,196.7,281.6,
305,"SuperDome/HyperPlex,                 HPE                AmazonUnited States",128,196.2,281.6,
306,"SuperDome/HyperPlex,                 HPE                GovernmentGermany",128,196.2,281.6,
307,"SuperDome/HyperPlex,                 HPE                KoneBelgium",128,196.2,281.6,
308,"Fire 6800/Sun Fire Link,                 Oracle                High Performance Computing Virtual LaboratoryCanada",192,195.8,345.6,
309,"Fire 6800,                 Oracle                Universitaet Aachen/RWTHGermany",192,195.8,345.6,
310,"Fire 6800,                 Oracle                Universitaet Aachen/RWTHGermany",192,195.8,345.6,
311,"SuperDome/HyperPlex,                 HPE                Brasil TelecomBrazil",128,195.8,281.6,
312,"SuperDome/HyperPlex,                 HPE                CiscoUnited States",128,195.8,281.6,
313,"SuperDome/HyperPlex,                 HPE                CiscoUnited States",128,195.8,281.6,
314,"SuperDome/HyperPlex,                 HPE                DefenseUnited States",128,195.8,281.6,
315,"SuperDome/HyperPlex,                 HPE                France TelecomFrance",128,195.8,281.6,
316,"SuperDome/HyperPlex,                 HPE                GovernmentUnited Kingdom",128,195.8,281.6,
317,"SuperDome/HyperPlex,                 HPE                GovernmentUnited Kingdom",128,195.8,281.6,
318,"SuperDome/HyperPlex,                 HPE                GovernmentUnited Kingdom",128,195.8,281.6,
319,"SuperDome/HyperPlex,                 HPE                GovernmentUnited Kingdom",128,195.8,281.6,
320,"SuperDome/HyperPlex,                 HPE                LG-EDS SystemsSouth Korea",128,195.8,281.6,
321,"SuperDome/HyperPlex,                 HPE                Omnitel Pronto ItaliaItaly",128,195.8,281.6,
322,"SuperDome/HyperPlex,                 HPE                Supreme Court of KoreaSouth Korea",128,195.8,281.6,
323,"SP Power3 375 MHz,                 IBM                Paine WebberUnited States",192,195.0,288.0,
324,"SuperDome 750 MHz/HyperPlex,                 HPE                AT&T WirelessUnited States",96,194.8,288.0,
325,"SuperDome 750 MHz/HyperPlex,                 HPE                AmdocsUnited States",96,194.8,288.0,
326,"SuperDome 750 MHz/HyperPlex,                 HPE                American ExpressUnited States",96,194.8,288.0,
327,"SuperDome 750 MHz/HyperPlex,                 HPE                Aventis Pharma GmbHGermany",96,194.8,288.0,
328,"SuperDome 750 MHz/HyperPlex,                 HPE                BellSouthUnited States",96,194.8,288.0,
329,"SuperDome 750 MHz/HyperPlex,                 HPE                Corporacion Digitel CAVenezuela",96,194.8,288.0,
330,"SuperDome 750 MHz/HyperPlex,                 HPE                DaimlerChryslerUnited States",96,194.8,288.0,
331,"SuperDome 750 MHz/HyperPlex,                 HPE                General Electric AppliancesUnited States",96,194.8,288.0,
332,"SuperDome 750 MHz/HyperPlex,                 HPE                HI3G ACCESS ABSweden",96,194.8,288.0,
333,"SuperDome 750 MHz/HyperPlex,                 HPE                IntesaBci SistemiItaly",96,194.8,288.0,
334,"SuperDome 750 MHz/HyperPlex,                 HPE                Netsiel S.P.A.Italy",96,194.8,288.0,
