Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9152,1338.0,1830.4,
2,"T3E900,                 Cray/HPE                GovernmentUnited States",1248,634.0,1123.2,
3,"T3E900,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",840,430.3,756.0,
4,"CP-PACS/2048,                 Hitachi/Tsukuba                Center for Computational Sciences, University of TsukubaJapan",2048,368.2,614.4,
5,"T3E900,                 Cray/HPE                DOE/SC/LBNL/NERSCUnited States",512,264.8,460.8,
6,"SR2201/1024,                 Hitachi                University of TokyoJapan",1024,232.4,307.2,
7,"Numerical Wind Tunnel,                 Fujitsu                National Aerospace Laboratory of JapanJapan",167,229.0,281.26,498
8,"VPP700/116,                 Fujitsu                ECMWFUnited Kingdom",116,213.0,255.2,
9,"T3E,                 Cray/HPE                Max-Planck-Gesellschaft MPI/IPPGermany",672,196.0,403.2,
10,"T3E,                 Cray/HPE                Cray ResearchUnited States",544,196.0,326.4,
11,"T3E,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",512,196.0,307.2,
12,"T3E,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",512,196.0,307.2,
13,"T3E,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",512,196.0,307.2,
14,"T3E,                 Cray/HPE                Universitaet StuttgartGermany",512,196.0,307.2,
15,"T3E900,                 Cray/HPE                ERDC DSRCUnited States",312,166.28,280.8,
16,"T3E,                 Cray/HPE                Deutscher WetterdienstGermany",400,153.0,240.0,
17,"SP P2SC 120 MHz,                 IBM                DOE/SC/Pacific Northwest National LaboratoryUnited States",472,151.8,226.56,
18,"XP/S140,                 Intel                Sandia National LaboratoriesUnited States",3680,143.4,184.0,
19,"T3E900,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",256,138.7,230.4,
20,"T3E900,                 Cray/HPE                Minnesota Supercomputer CenterUnited States",256,138.7,230.4,
21,"T3E900,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",256,138.7,230.4,
22,"T3E900,                 Cray/HPE                University of EdinburghUnited Kingdom",256,138.7,230.4,
23,"T3E1200,                 Cray/HPE                Cray ResearchUnited States",256,138.0,307.2,
24,"XP/S-MP 150,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",3072,127.1,154.0,
25,"T3E750,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",280,125.0,210.0,
26,"SX-4/64,                 NEC                Atmospheric Environment Service (AES)Canada",64,122.0,128.0,
27,"SX-4/64M2,                 NEC                Osaka UniversityJapan",64,122.0,128.0,
28,"VPP700/56,                 Fujitsu                Kyushu UniversityJapan",56,110.0,123.2,
29,"VPP500/80,                 Fujitsu                National Lab. for High Energy PhysicsJapan",80,109.0,128.0,
30,"XP/S-MP 125,                 Intel                Japan Atomic Energy Research InstituteJapan",2502,103.5,125.1,
31,"T3E750,                 Cray/HPE                CSC (Center for Scientific Computing)Finland",224,101.0,168.0,
32,"T3D MC1024-8,                 Cray/HPE                GovernmentUnited States",1024,100.5,153.6,
33,"T3E,                 Cray/HPE                IDRISFrance",256,98.5,153.6,
34,"T3E,                 Cray/HPE                UCSD/San Diego Supercomputer CenterUnited States",256,98.5,153.6,
35,"T3E,                 Cray/HPE                National Supercomputer Centre (NSC)Sweden",216,83.47,129.6,
36,"SP P2SC 160 MHz,                 IBM                IBMUnited States",256,83.37,163.84,
37,"SP P2SC 135 MHz,                 IBM                Air Force Research LaboratoryUnited States",256,83.37,138.24,
38,"SP P2SC 135 MHz,                 IBM                ERDC DSRCUnited States",256,83.37,138.24,
39,"T3E900,                 Cray/HPE                ZIB/Konrad Zuse-Zentrum fuer InformationstechnikGermany",152,82.3,136.8,
40,"T3E,                 Cray/HPE                Government AgencyUnited States",200,77.46,120.0,
41,"VPP700/34,                 Fujitsu/SNI                Leibniz RechenzentrumGermany",34,71.1,74.8,
42,"SP2/402,                 IBM                Chip Manufacturer (B)United States",402,69.33,106.93,
43,"T3E900,                 Cray/HPE                KISTI Supercomputing CenterSouth Korea",128,69.3,115.2,
44,"T3E,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",176,68.45,105.6,
45,"SP2/384,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",384,66.3,102.14,
46,"T3E,                 Cray/HPE                NRI for Earth Science and Disaster (NIED)Japan",160,62.44,96.0,
47,"SX-4/32,                 NEC                HWW/Universitaet StuttgartGermany",32,61.7,64.0,
48,"SX-4/32,                 NEC                NEC Fuchu PlantJapan",32,61.7,64.0,
49,"SX-4/32,                 NEC                National Institute for Environmental StudiesJapan",32,61.7,64.0,
50,"SX-4/32,                 NEC                Tohoku UniversityJapan",32,61.7,64.0,
51,"SX-4/32,                 NEC                Tohoku UniversityJapan",32,61.7,64.0,
52,"SX-4/32,                 NEC                Tohoku UniversityJapan",32,61.7,64.0,
53,"SX-4/32,                 NEC                Tohoku UniversityJapan",32,61.7,64.0,
54,"VPP500/42,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",42,59.6,67.2,
55,"VPP500/42,                 Fujitsu                Nagoya UniversityJapan",42,59.6,67.2,
56,"SR2201/256,                 Hitachi                Real World Computing (RWCP)Japan",256,58.68,76.8,
57,"SP P2SC 160 MHz,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",128,57.24,81.92,
58,"VPP500/40,                 Fujitsu                National Institute of GeneticsJapan",40,56.9,64.0,
59,"VPP500/40,                 Fujitsu                University of Tokyo/Institute for Solid State PhysicsJapan",40,56.9,64.0,
60,"SP P2SC 120 MHz,                 IBM                Cornell Theory CenterUnited States",160,52.96,76.8,
61,"CM-5/896,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",896,52.3,114.7,
62,"T3E900,                 Cray/HPE                University of Alaska - Arctic Region Supercomputing CenterUnited States",96,52.05,86.4,
63,"Exemplar X-Class,                 HPE                Caltech/JPLUnited States",128,51.3,92.16,
64,"Exemplar X-Class,                 HPE                Hewlett-Packard CXTCUnited States",128,51.3,92.16,
65,"SR2201/224,                 Hitachi                University of CambridgeUnited Kingdom",224,51.13,67.2,
66,"T3D MC512-8,                 Cray/HPE                Los Alamos National LaboratoryUnited States",512,50.8,76.8,
67,"T3D MC512-8,                 Cray/HPE                Network Computing Services, Inc.United States",512,50.8,76.8,
68,"T3D MC512-8,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",512,50.8,76.8,
69,"T3D MC512-8,                 Cray/HPE                University of EdinburghUnited Kingdom",512,50.8,76.8,
70,"SP P2SC 120 MHz,                 IBM                Chip Manufacturer (A)United States",152,50.42,72.96,
71,"T3E,                 Cray/HPE                CINECAItaly",128,50.4,76.8,
72,"T3E,                 Cray/HPE                Japan Adv. Inst. of Science and Technology (JAIST)Japan",128,50.4,76.8,
73,"T3E,                 Cray/HPE                Ohio Supercomputer CenterUnited States",128,50.4,76.8,
74,"SX-4/25,                 NEC                National Aerospace Laboratory of JapanJapan",25,48.3,50.0,
75,"VPP500/32,                 Fujitsu                The Angstrom Technology PartnershipJapan",32,46.1,51.2,
76,"SP2/256,                 IBM                Lawrence Livermore National LaboratoryUnited States",256,44.2,68.09,
77,"SP2/256,                 IBM                Lawrence Livermore National LaboratoryUnited States",256,44.2,68.09,
78,"SP2/256,                 IBM                Scientific Supercomputing Center KarlsruheGermany",256,44.2,68.09,
79,"T3E900,                 Cray/HPE                The Scripps Research InstituteUnited States",80,43.42,72.0,
80,"VPP500/28,                 Fujitsu                Institute of Physical and Chemical Research (RIKEN)Japan",28,40.4,44.8,
81,"SX-4/20,                 NEC                Japan Marine Science and TechnologyJapan",20,38.7,40.0,
82,"SX-4/20,                 NEC                National Research Institute for MetalsJapan",20,38.7,40.0,
83,"SX-4/20,                 NEC                Toyota Central Research & DevelopmentJapan",20,38.7,40.0,
84,"T3E,                 Cray/HPE                NERSC/LBNL/Berkeley LabsUnited States",96,37.8,57.6,
85,"T3E900,                 Cray/HPE                Phillips Petroleum CompanyUnited States",64,34.8,57.6,
86,"T3E,                 Cray/HPE                Norwegian University of Science and TechnologyNorway",88,34.6,52.8,
87,"VPP300/16,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",16,34.1,35.2,
88,"VPP300/16,                 Fujitsu                Japan Science and TechnologyJapan",16,34.1,35.2,
89,"VPP300/16,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",16,34.1,35.2,
90,"VPP300/16,                 Fujitsu/SNI                Scientific Supercomputing Center KarlsruheGermany",16,34.1,35.2,
91,"XP/S-MP 41,                 Intel                Air Force Research LaboratoryUnited States",816,33.7,40.8,
92,"SP P2SC 120 MHz,                 IBM                DOE/SC/Argonne National LaboratoryUnited States",94,32.05,45.12,
93,"T3E,                 Cray/HPE                Technical University Delft (TUD)Netherlands",80,31.5,48.0,
94,"SX-4/16,                 NEC                Atmospheric Environment Service (AES)Canada",16,31.1,32.0,
95,"SX-4/16,                 NEC                Danish Meteorological InstituteDenmark",16,31.1,32.0,
96,"SX-4/16,                 NEC                National Aerospace Laboratory (NLR)Netherlands",16,31.1,32.0,
97,"SX-4/16,                 NEC                National Cardiovascular CenterJapan",16,31.1,32.0,
98,"SX-4/16,                 NEC                Swiss Scientific Computing Center (CSCS)Switzerland",16,31.1,32.0,
99,"T932/321024,                 Cray/HPE                GovernmentUnited States",32,29.36,57.6,
100,"T932/321024,                 Cray/HPE                GovernmentUnited States",32,29.36,57.6,
