Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"VPP300/12,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",12,25.6,26.4,
202,"SP2 77 MHz wide,                 IBM                DOE/SC/Pacific Northwest National LaboratoryUnited States",128,25.42,39.42,
203,"HPC 10000 333 MHz,                 Oracle                American ExpressBelgium",46,25.37,30.63,
204,"T3D MC256-8/464,                 Cray/HPE                Bear StearnsUnited States",256,25.3,38.4,
205,"T3D SC256-8/264,                 Cray/HPE                Caltech/JPLUnited States",256,25.3,38.4,
206,"T3D MC256-8,                 Cray/HPE                Defense Research Agency (DRA)United Kingdom",256,25.3,38.4,
207,"T3D MC256-8,                 Cray/HPE                Ecole Polytechnique Federale de LausanneSwitzerland",256,25.3,38.4,
208,"T3D MC256-8,                 Cray/HPE                Petroleum Company (A)United States",256,25.3,38.4,
209,"T3D SC256-8/464,                 Cray/HPE                ZIB/Konrad Zuse-Zentrum fuer InformationstechnikGermany",256,25.3,38.4,
210,"AlphaServer 8400 Cluster,                 HPE                Lawrence Livermore National LaboratoryUnited States",54,24.78,66.15,
211,"T3E900,                 Cray/HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",40,24.51,36.0,
212,"T3E900,                 Cray/HPE                North Carolina Supercomputing Center (NCSC)United States",40,24.51,36.0,
213,"T3E900,                 Cray/HPE                Universitaet RostockGermany",40,24.51,36.0,
214,"VPP500/16,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",16,23.6,25.6,
215,"HPC 10000 333 MHz,                 Oracle                CommerzbankGermany",42,23.32,27.97,
216,"ORIGIN 2000,                 HPE                Oxford Supercomputing CentreUnited Kingdom",74,23.26,28.86,
217,"SX-3/44R,                 NEC                Tohoku UniversityJapan",4,23.2,25.6,
218,"SX-4/12A,                 NEC                Veritas DGCUnited Kingdom",12,23.2,24.0,
219,"SP P2SC 120 MHz,                 IBM                HPC2N - Umea UniversitySweden",66,23.18,31.68,
220,"VPP300/10E,                 Fujitsu                FDK CorporationJapan",10,23.0,24.0,
221,"T3E,                 Cray/HPE                AWI (Alfred Wegener Institut)Germany",52,22.95,31.2,
222,"SP P2SC 120 MHz,                 IBM                University of HoustonUnited States",64,22.55,30.72,
223,"Exemplar X-Class,                 HPE                Arnold Engineering Development Center (AEDC)United States",48,22.31,34.56,
224,"Exemplar X-Class,                 HPE                S. A. ITSouth Korea",48,22.31,34.56,
225,"Exemplar X-Class,                 HPE                Tohoku UniversityJapan",48,22.31,34.56,
226,"Exemplar X-Class,                 HPE                Universitaet LeipzigGermany",48,22.31,34.56,
227,"Exemplar X-Class,                 HPE                Universitaet MainzGermany",48,22.31,34.56,
228,"HPC 10000 333 MHz,                 Oracle                CommerzbankGermany",40,22.27,26.64,
229,"SP P2SC 160 MHz,                 IBM                Queen's University of Belfast/Trinity College Dub.United Kingdom",48,22.19,30.72,
230,"VPP500/15,                 Fujitsu                Kyoto UniversityJapan",15,22.1,24.0,
231,"T3E900,                 Cray/HPE                CIEMATSpain",36,22.04,32.4,
232,"HPC 10000,                 Oracle                INEMSpain",52,21.68,26.0,
233,"HPC 10000,                 Oracle                Micron TechnologyUnited States",52,21.68,26.0,
234,"HPC 10000,                 Oracle                Viag InterkomGermany",52,21.68,26.0,
235,"HPC 10000,                 Oracle                Viag InterkomGermany",52,21.68,26.0,
236,"S-3800/380,                 Hitachi                Hokkaido UniversityJapan",3,21.6,24.0,
237,"S-3800/380,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",3,21.6,24.0,
238,"T3E,                 Cray/HPE                Mobil / Technical CenterUnited States",48,21.17,28.8,
239,"HPC 10000,                 Oracle                Allstate InsuranceUnited States",50,21.05,25.0,
240,"HPC 10000,                 Oracle                GTE CommunicationsUnited States",50,21.05,25.0,
241,"SP2/110,                 IBM                National Center for High Performance ComputingTaiwan",110,20.37,29.21,
242,"HPC 10000,                 Oracle                AT&T BMDUnited States",48,20.3,24.0,
243,"HPC 10000,                 Oracle                American AirlinesUnited States",48,20.3,24.0,
244,"HPC 10000,                 Oracle                Cincinnati Bell Information Systems (CBIS)United States",48,20.3,24.0,
245,"HPC 10000,                 Oracle                Daiei InformationJapan",48,20.3,24.0,
246,"HPC 10000,                 Oracle                Daiei InformationJapan",48,20.3,24.0,
247,"HPC 10000,                 Oracle                KwiksaveUnited Kingdom",48,20.3,24.0,
248,"HPC 10000,                 Oracle                Lockheed MartinUnited States",48,20.3,24.0,
249,"HPC 10000,                 Oracle                Ministry of the InteriorSouth Korea",48,20.3,24.0,
250,"HPC 10000,                 Oracle                Ministry of the InteriorSouth Korea",48,20.3,24.0,
251,"HPC 10000,                 Oracle                National Reserve BankRussia",48,20.3,24.0,
252,"HPC 10000,                 Oracle                Oracle CorporationUnited States",48,20.3,24.0,
253,"HPC 10000,                 Oracle                Oracle CorporationUnited States",48,20.3,24.0,
254,"HPC 10000,                 Oracle                Toshiba Corp - Power Systems & Service CompanyJapan",48,20.3,24.0,
255,"HPC 10000 333 MHz,                 Oracle                Daimler Benz QuisGermany",36,20.11,23.97,
256,"ORIGIN 2000,                 HPE                Air Force Research LaboratoryUnited States",64,20.1,24.96,
257,"ORIGIN 2000,                 HPE                Air Force Research LaboratoryUnited States",64,20.1,24.96,
258,"ORIGIN 2000,                 HPE                Air Force Research LaboratoryUnited States",64,20.1,24.96,
259,"ORIGIN 2000,                 HPE                Automotive ManufacturerJapan",64,20.1,24.96,
260,"ORIGIN 2000,                 HPE                Automotive ManufacturerJapan",64,20.1,24.96,
261,"ORIGIN 2000,                 HPE                Boston UniversityUnited States",64,20.1,24.96,
262,"ORIGIN 2000,                 HPE                Boston UniversityUnited States",64,20.1,24.96,
263,"ORIGIN 2000,                 HPE                Boston UniversityUnited States",64,20.1,24.96,
264,"ORIGIN 2000,                 HPE                C4 / Centre Europeo del Parallelismo de BarcelonaSpain",64,20.1,24.96,
265,"ORIGIN 2000,                 HPE                Centre de Res. Inform. de Haute Normandie (CRIHAN)France",64,20.1,24.96,
266,"ORIGIN 2000,                 HPE                Chalmers University of TechnologySweden",64,20.1,24.96,
267,"ORIGIN 2000,                 HPE                Compagnie Generale de Geophysique (CGG)United Kingdom",64,20.1,24.96,
268,"ORIGIN 2000,                 HPE                E-Systems/RaytheonUnited States",64,20.1,24.96,
269,"ORIGIN 2000,                 HPE                E-Systems/RaytheonUnited States",64,20.1,24.96,
270,"ORIGIN 2000,                 HPE                E-Systems/RaytheonUnited States",64,20.1,24.96,
271,"ORIGIN 2000,                 HPE                Ecole Polytechnique Federale de LausanneSwitzerland",64,20.1,24.96,
272,"ORIGIN 2000,                 HPE                GovernmentUnited States",64,20.1,24.96,
273,"ORIGIN 2000,                 HPE                GovernmentUnited States",64,20.1,24.96,
274,"ORIGIN 2000,                 HPE                GovernmentUnited States",64,20.1,24.96,
275,"ORIGIN 2000,                 HPE                GovernmentUnited States",64,20.1,24.96,
276,"ORIGIN 2000,                 HPE                GovernmentUnited States",64,20.1,24.96,
277,"ORIGIN 2000,                 HPE                Government ContractorUnited States",64,20.1,24.96,
278,"ORIGIN 2000,                 HPE                INRIA-Lorraine/Centre Charles HermiteFrance",64,20.1,24.96,
279,"ORIGIN 2000,                 HPE                Indiana UniversityUnited States",64,20.1,24.96,
280,"ORIGIN 2000,                 HPE                Lockheed MartinUnited States",64,20.1,24.96,
281,"ORIGIN 2000,                 HPE                Manufacturer (G)United States",64,20.1,24.96,
282,"ORIGIN 2000,                 HPE                NASA/Ames Research Center/NASUnited States",64,20.1,24.96,
283,"ORIGIN 2000,                 HPE                NASA/Ames Research Center/NASUnited States",64,20.1,24.96,
284,"ORIGIN 2000,                 HPE                NASA/Ames Research Center/NAS/DAOUnited States",64,20.1,24.96,
285,"ORIGIN 2000,                 HPE                NASA/Ames Research Center/NAS/DAOUnited States",64,20.1,24.96,
286,"ORIGIN 2000,                 HPE                NASA/Langley Research CenterUnited States",64,20.1,24.96,
287,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
288,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
289,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
290,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
291,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
292,"ORIGIN 2000,                 HPE                NCSAUnited States",64,20.1,24.96,
293,"ORIGIN 2000,                 HPE                NSWCUnited States",64,20.1,24.96,
294,"ORIGIN 2000,                 HPE                Princeton UniversityUnited States",64,20.1,24.96,
295,"ORIGIN 2000,                 HPE                SGIUnited States",64,20.1,24.96,
296,"ORIGIN 2000,                 HPE                Sandia National LaboratoriesUnited States",64,20.1,24.96,
297,"ORIGIN 2000,                 HPE                Sylvest Management SystemsUnited States",64,20.1,24.96,
298,"ORIGIN 2000,                 HPE                US Air ForceUnited States",64,20.1,24.96,
299,"ORIGIN 2000,                 HPE                US Army Space and Missile Defense CommandUnited States",64,20.1,24.96,
300,"ORIGIN 2000,                 HPE                University of CambridgeUnited Kingdom",64,20.1,24.96,
