Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
417,"MIPT-60 - Cluster Platform 3000 DL140G3, Xeon 51xx 3 Ghz, Myrinet,                 ISP RAS                Moscow Institute of Physics and TechnologyRussia",544,4.53,6.53,
418,"Sun Fire x2200 M2 Cluster, Opteron 2.6 Ghz, Infiniband, Linux,                 NEC/Sun                National Institute for Space Research/CPTECBrazil",1100,4.51,5.72,
419,"Sun Fire x2200 M2 Cluster, Opteron 2.6 Ghz, Infiniband, Linux,                 Oracle                DKRZ - Deutsches KlimarechenzentrumGermany",1088,4.51,5.66,
420,"Naos - eServer pSeries p5 575 1.9 GHz,                 IBM                Environment CanadaCanada",688,4.49,5.23,112
421,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                IT Services Provider (C)Sweden",576,4.49,6.91,
422,"Blade Cluster BL-20P, Pentium4 Xeon 3.2 GHz, GigEthernet,                 HPE                Bank (K)Belgium",1300,4.49,8.32,
423,"Corvus - SGI Altix XE 1300 Cluster Solutions, 2.66GHZ, Infiniband,                 HPE                South Australian Partnership for Advanced Computing (SAPAC)Australia",544,4.47,5.8,
424,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                aQuantive IncUnited States",736,4.46,6.87,
425,"AlphaServer SC45, 1 GHz,                 HPE                Pittsburgh Supercomputing CenterUnited States",3016,4.46,6.03,
426,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Jeraisy Computer and Communication ServicesSaudi Arabia",572,4.46,6.86,
427,"SuperDome 1.1 GHz/HyperPlex,                 HPE                SBM Gates Arrow Com.United States",1912,4.46,8.41,
428,"SuperDome 1.1 GHz/HyperPlex,                 HPE                SBM Gates Arrow Com.United States",1912,4.46,8.41,
429,"SSC_x2200M2 - Sun Fire x2200 M2 Cluster, Opteron 2.6 Ghz, Infiniband, Linux,                 Oracle                Sun Solution Center for HPCUnited States",1024,4.44,5.32,
430,"SuperDome HyperPlex,                 HPE                Digital China Ltd.China",2048,4.42,8.19,
431,"Cluster Platform 4000 BL465c Opteron Dual Core 2.6 GHz Infiniband,                 HPE                Semiconductor Company (M)United States",1104,4.42,5.74,
432,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                ARC EspanaSpain",636,4.41,6.78,
433,"CX1 - PowerEdge 1955, 2.66 GHz, Gigabit/10G Infiniband,                 DELL EMC                Imperial College ICT HPCUnited Kingdom",1680,4.4,17.92,
434,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Right Media IncUnited States",1280,4.39,6.66,
435,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Right Media IncUnited States",1280,4.39,6.66,
436,"eServer pSeries 655 (1.7 GHz Power4+),                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1152,4.38,7.83,
437,"eServer pSeries 655 (1.7 GHz Power4+),                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1152,4.38,7.83,
438,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Financial Service ProviderUnited States",1276,4.38,6.63,
439,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Financial Service ProviderUnited States",1276,4.38,6.63,
440,"CU-A - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
441,"CU-B - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
442,"CU-C - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
443,"CU-D - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
444,"CU-E - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
445,"CU-F - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
446,"CU-G - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
447,"CU-I - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
448,"CU-H - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
449,"CU-J - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
450,"CU-K - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
451,"CU-L - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
452,"CU-M - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
453,"CU-N - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
454,"CU-O - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
455,"CU-P - eServer x3755 Opteron dual core 2.2 GHz Infiniband,                 IBM                Los Alamos National LaboratoryUnited States",1152,4.38,5.07,
456,"BladeCenter LS20, Opteron 2.0 GHz Dual core, GigEthernet,                 IBM                Cold Spring Harbor LaboratoryUnited States",2016,4.38,8.06,113
457,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                IT Service Provider (B)United States",560,4.37,6.72,
458,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                IT Services Provider (C)Sweden",628,4.35,6.7,
459,"Slide Rule - PowerEdge 1850/1855 3.2 GHz GigEthernet,                 DELL EMC                UT SimCenter at ChattanoogaUnited States",1010,4.33,6.46,
460,"eServer pSeries p5 575 1.9 GHz, Myrinet,                 IBM                Total SAFrance",1024,4.31,7.78,167
461,"Houat - eServer pSeries p5 575 1.5 GHz, Myrinet,                 IBM                Total SAFrance",1024,4.31,6.14,
462,"Cosmos - PowerEdge 1750, P4 Xeon 3.2 GHz, Myrinet,                 DELL EMC                Caltech/JPLUnited States",1024,4.3,6.55,
463,"SuperDome 1.1 GHz/HyperPlex,                 HPE                Telecommunication CompanyUnited States",1840,4.29,8.1,
464,"SuperDome 1.1 GHz/HyperPlex,                 HPE                Telecommunication CompanyUnited States",1840,4.29,8.1,
465,"SuperDome 1.1 GHz/HyperPlex,                 HPE                Telecommunication CompanyUnited States",1840,4.29,8.1,
466,"Cluster Platform 3000 BL460c, Xeon 51xx 2.66GHz, GigEthernet,                 HPE                IT Service Provider (C)United States",612,4.24,6.53,
467,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Logistic Services (E)United States",1232,4.23,6.41,
468,"Cluster Platform 4000 BL465c, Opteron DC 2.6GHz, GigEthernet,                 HPE                Logistic Services (E)United States",1232,4.23,6.41,
469,"Sun Fire x2200 M2/X4600 M2 Cluster, Opteron 2.2 Ghz, Infiniband,                 Oracle                Universidad de GranadaSpain",1248,4.22,5.49,
470,"eServer 326 Cluster, Opteron Dual Core 2.4 GHz, Infiniband,                 IBM                On Demand CenterUnited States",1712,4.22,8.22,
471,"eServer 326 Cluster, Opteron Dual Core 2.4 GHz, Infiniband,                 IBM                On Demand CenterUnited States",1712,4.22,8.22,
472,"eServer 326 Cluster, Opteron Dual Core 2.4 GHz, Infiniband,                 IBM                On Demand CenterUnited States",1712,4.22,8.22,
473,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                IT Services Provider (B)Canada",540,4.21,6.48,
474,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                ePlus Technology IncUnited States",540,4.21,6.48,
475,"DeepComp 6800, Itanium2 1.3 GHz, QsNet,                 Lenovo                Computer Network Information Center, Chinese Academy of ScienceChina",1024,4.19,5.32,
476,"pSeries 690 Turbo 1.3 GHz,                 IBM                National Center for Atmospheric Research (NCAR)United States",1600,4.18,8.32,
477,"Blade Cluster BL-20P, Pentium4 Xeon 2.8 GHz, GigEthernet,                 HPE                Gaming Company (B)Taiwan",1336,4.18,7.48,
478,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, Infiniband,                 HPE                Defense ClassifiedUnited States",528,4.18,6.34,
479,"eServer pSeries p5 575 1.9 GHz,                 IBM                Air Force Weather AgencyUnited States",640,4.18,4.86,104
480,"eServer pSeries p5 575 1.9 GHz,                 IBM                NASA/Ames Research Center/NASUnited States",640,4.18,4.86,104
481,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                AVNET PacificAustralia",688,4.17,6.42,
482,"Cluster Platform 3000 BL460c, Xeon 51xx 2.33GHz, GigEthernet,                 HPE                Food IndustryFrance",688,4.17,6.42,
483,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Actebis Peacock GmbHGermany",532,4.15,6.38,
484,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                GNT Finland OyFinland",532,4.15,6.38,
485,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Insight DirectUnited States",532,4.15,6.38,
486,"JS20 Cluster, PPC 970, 2.2 GHz, Myrinet,                 IBM                University of ReadingUnited Kingdom",736,4.15,6.48,
487,"Isis - BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet,                 IBM                Uppsala UniversitySweden",840,4.14,10.08,80
488,"Integrity Superdome, Itanium2 DC 1.6 GHz, HyperPlex,                 HPE                ZungwonSouth Korea",760,4.13,4.86,
489,"The Hive - Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Verari BladeRack 3.4 GHz, GigEthernet,                 HPE                Walt Disney Feature AnimationUnited States",1110,4.13,6.94,
490,"Cluster Platform 3000 BL460c, Xeon 51xx 1.6GHz, GigEthernet,                 HPE                Unis Digital Co. Ltd.China",984,4.09,6.3,
491,"Cluster Platform 3000 BL460c, Xeon 51xx 3.0GHz, GigEthernet,                 HPE                Pluz BVNetherlands",524,4.09,6.29,
492,"SX8R (2.2 GHz),                 NEC                Meteo FranceFrance",128,4.06,4.5,
493,"SX8R (2.2 GHz),                 NEC                Meteo FranceFrance",128,4.06,4.5,
494,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                ClassifiedUnited States",1644,4.05,7.23,101
495,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                ClassifiedUnited States",1644,4.05,7.23,101
496,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                ClassifiedUnited States",1644,4.05,7.23,101
497,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet,                 IBM                ClassifiedUnited States",1644,4.05,7.23,101
498,"Atipa Cluster, Opteron, Myrinet,                 Atipa Technology                DOE/Bettis Atomic Power LaboratoryUnited States",1090,4.04,5.23,
499,"Atipa Cluster, Opteron, Myrinet,                 Atipa Technology                DOE/Knolls Atomic Power LaboratoryUnited States",1090,4.04,5.23,
500,"eServer pSeries p5 575 1.9 GHz,                 IBM                National Center for Atmospheric Research (NCAR)United States",608,4.03,4.62,99
