Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"SP Power3 375 MHz,                 IBM                Geco-PraklaUnited States",120,124.0,180.0,
202,"SP Power3 375 MHz,                 IBM                Western GeophysicalUnited Kingdom",120,124.0,180.0,
203,"ORIGIN 3000 400 MHz,                 HPE                Hospital for Sick Children/University of TorontoCanada",192,124.0,153.6,
204,"SuperDome/N4000/HyperPlex,                 HPE                VW (Volkswagen AG)Germany",120,123.0,264.0,
205,"SP PC604e 332 MHz,                 IBM                Banque National ParisFrance",292,122.0,193.8,
206,"SP Power3 375 MHz,                 IBM                Indiana UniversityUnited States",118,122.0,177.0,
207,"SX-4/64M2,                 NEC                Meteorological Service of Canada (MSC)Canada",64,122.0,128.0,
208,"SX-4/64M2,                 NEC                National Institute for Fusion Science (NIFS)Japan",64,122.0,128.0,
209,"HPC 420 400 MHz Cluster,                 Oracle                Financial ServicesUnited States",180,121.9,144.0,
210,"N4000 550 MHz/HyperPlex,                 HPE                DaimlerChryslerUnited States",176,121.6,387.2,
211,"ORIGIN 2000 300 MHz,                 HPE                Centre Informatique National (CINES)France",256,121.0,153.6,
212,"ORIGIN 2000 300 MHz,                 HPE                GSIC Center, Tokyo Institute of TechnologyJapan",256,121.0,153.6,
213,"ORIGIN 2000 300 MHz,                 HPE                Institute for Molecular Science/ Okazaki Nat. Res. InstituteJapan",256,121.0,153.6,
214,"SX-5/32Me2,                 NEC                HWW/Universitaet StuttgartGermany",32,121.0,128.0,
215,"SuperDome/HyperPlex,                 HPE                American AirlinesUnited States",96,120.8,211.2,
216,"SP PC604e 332 MHz,                 IBM                AlcatelFrance",288,120.0,191.3,
217,"SP Power3 375 MHz,                 IBM                EquifaxUnited States",116,120.0,174.0,
218,"HPC 10000 400 MHz Cluster,                 Oracle                AirlineUnited Kingdom",192,118.16,153.6,
219,"HPC 10000 400 MHz Cluster,                 Oracle                Bank (B)Germany",192,118.16,153.6,
220,"HPC 10000 400 MHz Cluster,                 Oracle                Bank (D)Italy",192,118.16,153.6,
221,"HPC 10000 400 MHz Cluster,                 Oracle                BellSouthUnited States",192,118.16,153.6,
222,"HPC 10000 400 MHz Cluster,                 Oracle                Chase GlobalNetUnited States",192,118.16,153.6,
223,"HPC 10000 400 MHz Cluster,                 Oracle                Financial ServicesUnited Kingdom",192,118.16,153.6,
224,"HPC 10000 400 MHz Cluster,                 Oracle                GatewayUnited States",192,118.16,153.6,
225,"HPC 10000 400 MHz Cluster,                 Oracle                RakutenJapan",192,118.16,153.6,
226,"HPC 10000 400 MHz Cluster,                 Oracle                Telecommunication CompanyJapan",192,118.16,153.6,
227,"HPC 10000 400 MHz Cluster,                 Oracle                EDSUnited States",192,118.1,153.6,
228,"HPC 10000 400 MHz Cluster,                 Oracle                Telcel Radiomovil DipsaMexico",192,118.1,153.6,
229,"T3E,                 Cray/HPE                GovernmentUnited States",268,117.0,160.8,
230,"T3E,                 Cray/HPE                IDRISFrance",268,117.0,160.8,
231,"T3E,                 Cray/HPE                National Supercomputer Centre (NSC)Sweden",268,117.0,160.8,
232,"T3E,                 Cray/HPE                UCSD/San Diego Supercomputer CenterUnited States",268,117.0,160.8,
233,"SP Power3 375 MHz,                 IBM                Automotive Manufacturer (F)Italy",112,116.0,168.0,
234,"SP Power3 375 MHz,                 IBM                Geco-PraklaUnited States",112,116.0,168.0,
235,"SP Power3 375 MHz,                 IBM                HSCBUnited Kingdom",112,116.0,168.0,
236,"SP Power3 375 MHz,                 IBM                Petroleum Geo-ServicesUnited States",112,116.0,168.0,
237,"SP Power3 375 MHz,                 IBM                ThyssenKrupp Information SystemsGermany",112,116.0,168.0,
238,"T3E1200,                 Cray/HPE                National Institute of Water and Atmospheric ResearchNew Zealand",140,115.9,168.0,
239,"SR8000/16,                 Hitachi                HWW/Universitaet Stuttgart & DLRGermany",16,115.0,128.0,
240,"T3E1350,                 Cray/HPE                GovernmentUnited States",148,113.9,199.8,
241,"T3E1350,                 Cray/HPE                Phillips Petroleum CompanyUnited States",132,113.9,178.2,
242,"SP PC604e 332 MHz,                 IBM                Sprint PCSUnited States",268,112.0,177.9,
243,"SP Power3 375 MHz,                 IBM                Philip MorrisUnited States",108,112.0,162.0,
244,"T3E1200,                 Cray/HPE                Japan Adv. Inst. of Science and Technology (JAIST)Japan",134,110.9,160.8,
245,"HPC 420 450 MHz Cluster,                 Oracle                University of AdelaideAustralia",160,110.01,144.0,
246,"SP Power3 375 MHz,                 IBM                Manufacturing CompanyUnited States",106,110.0,159.0,
247,"SP P2SC 160 MHz,                 IBM                AWEUnited Kingdom",252,109.9,161.2,
248,"ORIGIN 2000 300 MHz - Eth-Cluster,                 HPE                Ford Motor CompanyUnited States",384,109.5,230.4,
249,"ORIGIN 2000 300 MHz - Eth-Cluster,                 HPE                University of Tokyo/Institute for Solid State PhysicsJapan",384,109.5,230.4,
250,"SP PC604e 332 MHz,                 IBM                ThyssenKrupp Information SystemsGermany",260,109.0,172.6,
251,"SP PC604e 332 MHz,                 IBM                BASFGermany",256,108.1,169.98,
252,"SP PC604e 332 MHz,                 IBM                Japan Adv. Inst. of Science and Technology (JAIST)Japan",256,108.1,169.98,
253,"T3E900,                 Cray/HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",172,107.0,154.8,
254,"ORIGIN 3000 500 MHz,                 HPE                CINECAItaly",128,106.9,128.0,
255,"ORIGIN 3000 500 MHz,                 HPE                Naval Research Laboratory (NRL)United States",128,106.9,128.0,
