Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"ORIGIN 2000 250 MHz,                 HPE                US Army Research Laboratory (ARL)United States",128,51.44,64.0,
302,"ORIGIN 2000 250 MHz,                 HPE                University at Buffalo, SUNY, Center for Computational Res.United States",128,51.44,64.0,
303,"ORIGIN 2000 250 MHz,                 HPE                White Sands Missile Range National DirectorateUnited States",128,51.44,64.0,
304,"SP PC604e 332 MHz,                 IBM                DeTeCSMGermany",164,51.4,108.89,
305,"Exemplar X-Class,                 HPE                Caltech/JPLUnited States",256,51.3,184.32,
306,"V2500/SCA,                 HPE                Advanced Technology CenterJapan",64,51.2,112.64,
307,"V2500/HyperPlex,                 HPE                AmazonUnited States",64,51.2,112.64,
308,"V2500/HyperPlex,                 HPE                AmazonUnited States",64,51.2,112.64,
309,"V2500/HyperPlex,                 HPE                American AirlinesUnited States",64,51.2,112.64,
310,"V2500/HyperPlex,                 HPE                American AirlinesUnited States",64,51.2,112.64,
311,"V2500/SCA,                 HPE                Arnold Engineering Development Center (AEDC)United States",64,51.2,112.64,
312,"V2500/SCA,                 HPE                Arnold Engineering Development Center (AEDC)United States",64,51.2,112.64,
313,"V2500/HyperPlex,                 HPE                Artmedia BerlinGermany",64,51.2,112.64,
314,"V2500/HyperPlex,                 HPE                AutonationUnited States",64,51.2,112.64,
315,"V2500/HyperPlex,                 HPE                AutonationUnited States",64,51.2,112.64,
316,"V2500/HyperPlex,                 HPE                BMW AGGermany",64,51.2,112.64,
317,"V2500/HyperPlex,                 HPE                BMW AGGermany",64,51.2,112.64,
318,"V2500/HyperPlex,                 HPE                BMW AGGermany",64,51.2,112.64,
319,"V2500/HyperPlex,                 HPE                BMW AGGermany",64,51.2,112.64,
320,"V2500/HyperPlex,                 HPE                BMW AGGermany",64,51.2,112.64,
321,"V2500/SCA,                 HPE                Caltech/JPLUnited States",64,51.2,112.64,
322,"V2500/SCA,                 HPE                Caltech/JPLUnited States",64,51.2,112.64,
323,"V2500/HyperPlex,                 HPE                Delta AirlinesUnited States",64,51.2,112.64,
324,"V2500/HyperPlex,                 HPE                Deutsche Telekom AGGermany",64,51.2,112.64,
325,"V2500/HyperPlex,                 HPE                Deutsche Telekom AGGermany",64,51.2,112.64,
326,"V2500/HyperPlex,                 HPE                Deutsche Telekom AGGermany",64,51.2,112.64,
327,"V2500/HyperPlex,                 HPE                I2 Technologies Inc.United States",64,51.2,112.64,
328,"V2500/HyperPlex,                 HPE                I2 Technologies Inc.United States",64,51.2,112.64,
329,"V2500/HyperPlex,                 HPE                I2 Technologies Inc.United States",64,51.2,112.64,
330,"V2500/HyperPlex,                 HPE                Lockheed MartinUnited States",64,51.2,112.64,
331,"V2500/HyperPlex,                 HPE                Lockheed MartinUnited States",64,51.2,112.64,
332,"V2500/HyperPlex,                 HPE                Manufacturing Company (I)United States",64,51.2,112.64,
333,"V2500/HyperPlex,                 HPE                National Car RentalUnited States",64,51.2,112.64,
334,"V2500/HyperPlex,                 HPE                QuestUnited States",64,51.2,112.64,
335,"V2500/HyperPlex,                 HPE                Southwestern BellUnited States",64,51.2,112.64,
336,"V2500/HyperPlex,                 HPE                US Office ProductsUnited States",64,51.2,112.64,
337,"V2500/HyperPlex,                 HPE                United AirlinesUnited States",64,51.2,112.64,
338,"V2500/HyperPlex,                 HPE                Voicestream WirelessUnited States",64,51.2,112.64,
339,"V2500/HyperPlex,                 HPE                VolvoSweden",64,51.2,112.64,
340,"SP Power3 375 MHz,                 IBM                BASFGermany",48,51.1,72.0,
341,"SP Power3 375 MHz,                 IBM                Geco-PraklaUnited States",48,51.1,72.0,
