Rank,System,Cores,Rmax (PFlop/s),Rpeak (PFlop/s),Power (kW)
1,"Frontier - HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11,                 HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",8730112,1102.0,1685.65,21100
2,"Supercomputer Fugaku - Supercomputer Fugaku, A64FX 48C 2.2GHz, Tofu interconnect D,                 Fujitsu                RIKEN Center for Computational ScienceJapan",7630848,442.01,537.21,29899
3,"LUMI - HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11,                 HPE                EuroHPC/CSCFinland",1110144,151.9,214.35,2942
4,"Summit - IBM Power System AC922, IBM POWER9 22C 3.07GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband,                 IBM                DOE/SC/Oak Ridge National LaboratoryUnited States",2414592,148.6,200.79,10096
5,"Sierra - IBM Power System AC922, IBM POWER9 22C 3.1GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband,                 IBM / NVIDIA / Mellanox                DOE/NNSA/LLNLUnited States",1572480,94.64,125.71,7438
6,"Sunway TaihuLight - Sunway MPP, Sunway SW26010 260C 1.45GHz, Sunway,                 NRCPC                National Supercomputing Center in WuxiChina",10649600,93.01,125.44,15371
7,"Perlmutter - HPE Cray EX235n, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10,                 HPE                DOE/SC/LBNL/NERSCUnited States",761856,70.87,93.75,2589
8,"Selene - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband,                 Nvidia                NVIDIA CorporationUnited States",555520,63.46,79.22,2646
9,"Tianhe-2A - TH-IVB-FEP Cluster, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Matrix-2000,                 NUDT                National Super Computer Center in GuangzhouChina",4981760,61.44,100.68,18482
10,"Adastra - HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11,                 HPE                Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)France",319072,46.1,61.61,921
11,"JUWELS Booster Module - Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,                 Atos                Forschungszentrum Juelich (FZJ)Germany",449280,44.12,70.98,1764
12,"HPC5 - PowerEdge C4140, Xeon Gold 6252 24C 2.1GHz, NVIDIA Tesla V100, Mellanox HDR Infiniband,                 DELL EMC                Eni S.p.A.Italy",669760,35.45,51.72,2252
13,"Voyager-EUS2 - ND96amsr_A100_v4, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100 80GB​, Mellanox HDR Infiniband,                 Microsoft Azure                Azure East US 2United States",253440,30.05,39.53,
14,"Polaris - Apollo 6500, AMD EPYC 7532 32C 2.4GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10,                 HPE                DOE/SC/Argonne National LaboratoryUnited States",256592,25.81,34.16,
15,"SSC-21 - Apollo 6500 Gen10 plus, AMD  EPYC 7543 32C 2.8GHz, NVIDIA A100 80GB​, Infiniband HDR200,                 HPE                Samsung ElectronicsSouth Korea",204160,25.18,31.75,
16,"Frontera - Dell C6420, Xeon Platinum 8280 28C 2.7GHz, Mellanox InfiniBand HDR,                 DELL EMC                Texas Advanced Computing Center/Univ. of TexasUnited States",448448,23.52,38.75,
17,"CEA-HF - BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Atos BXI V2,                 Atos                Commissariat a l'Energie Atomique (CEA)France",810240,23.24,31.76,4959
18,"Dammam-7 - Cray CS-Storm, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100 SXM2, InfiniBand HDR 100,                 HPE                Saudi AramcoSaudi Arabia",672520,22.4,55.42,
19,"ABCI 2.0 - PRIMERGY GX2570 M6, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR,                 Fujitsu                National Institute of Advanced Industrial Science and Technology (AIST)Japan",504000,22.21,54.34,1600
20,"Wisteria/BDEC-01 (Odyssey) - PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D,                 Fujitsu                Information Technology Center, The University of TokyoJapan",368640,22.12,25.95,1468
21,"Marconi-100 - IBM Power System AC922, IBM POWER9 16C 3GHz, Nvidia Volta V100, Dual-rail Mellanox EDR Infiniband,                 IBM                CINECAItaly",347776,21.64,29.35,1476
22,"Chervonenkis - YANDEX Y4N-GA1-TY25-ZB0, AMD EPYC 7702 64C 2GHz, NVIDIA A100 80GB​, Infiniband,                 YANDEX, NVIDIA                YandexRussia",193440,21.53,29.42,
23,"Piz Daint - Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100,                 HPE                Swiss National Supercomputing Centre (CSCS)Switzerland",387872,21.23,27.15,2384
24,"Trinity - Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect,                 HPE                DOE/NNSA/LANL/SNLUnited States",979072,20.16,41.46,7578
25,"ARCHER2 - Cray XE, AMD EPYC 7742 64C 2.25GHz, Slingshot-10,                 HPE                EPSRC/University of EdinburghUnited Kingdom",716800,19.54,25.8,
26,"SuperMUC-NG - ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path,                 Lenovo                Leibniz RechenzentrumGermany",305856,19.48,26.87,
27,"Hawk - Apollo 9000, AMD EPYC 7742 64C 2.25GHz, Mellanox HDR Infiniband,                 HPE                HLRS - Höchstleistungsrechenzentrum StuttgartGermany",698880,19.33,25.16,3906
28,"Ghawar-1 - HPE Cray EX, AMD EPYC 7702 64C 2GHz, Slingshot-10,                 HPE                Saudi AramcoSaudi Arabia",714240,19.26,22.86,
29,"Frontier TDS - HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11,                 HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",120832,19.2,23.11,309
30,"Lassen - IBM Power System AC922, IBM POWER9 22C 3.1GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Tesla V100,                 IBM / NVIDIA / Mellanox                DOE/NNSA/LLNLUnited States",288288,18.2,23.05,
31,"Guru - ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR,                 Lenovo                Korea Meteorological AdministrationSouth Korea",306432,18.0,25.5,3296
32,"Maru - ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR,                 Lenovo                Korea Meteorological AdministrationSouth Korea",306432,18.0,25.5,3296
33,"PANGEA III - IBM Power System AC922, IBM POWER9 18C 3.45GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Volta GV100,                 IBM                Total Exploration ProductionFrance",291024,17.86,25.03,1367
34,"HiPerGator AI - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Infiniband HDR,                 Nvidia                University of FloridaUnited States",138880,17.2,21.31,583
35,"TOKI-SORA - PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D,                 Fujitsu                Japan Aerospace eXploration AgencyJapan",276480,16.59,19.46,
36,"Pioneer-EUS - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR,                 Microsoft Azure                Azure East USUnited States",157440,16.59,24.56,
37,"Pioneer-SCUS - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR,                 Microsoft Azure                Azure South Central USUnited States",157440,16.59,24.56,
38,"Pioneer-WEU - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR,                 Microsoft Azure                Azure West EuropeNetherlands",157440,16.59,24.56,
39,"Pioneer-WUS2 - NDv4 cluster, AMD EPYC 7V12 48C 2.45GHz, NVIDIA A100, Infiniband HDR,                 Microsoft Azure                Azure West US 2United States",157440,16.59,24.56,
40,"Galushkin - YANDEX Y4N-GA1-TY25-ZB0, AMD EPYC 7702 64C 2GHz, NVIDIA A100 80GB​, Infiniband,                 YANDEX, NVIDIA                YandexRussia",134912,16.02,20.64,
41,"Cori - Cray XC40, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect ,                 HPE                DOE/SC/LBNL/NERSCUnited States",622336,14.01,27.88,3939
42,"Nurion - Cray CS500, Intel Xeon Phi 7250 68C 1.4GHz, Intel Omni-Path,                 HPE                Korea Institute of Science and Technology InformationSouth Korea",570020,13.93,25.71,
43,"Lyapunov - Inspur NF5488A5, AMD EPYC 7662 64C 2GHz, NVIDIA A100 40GB, Infiniband,                 NVIDIA, Inspur                YandexRussia",130944,12.81,20.03,
44,"HPC4 - Proliant DL380 Gen10, Xeon Platinum 8160  24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla P100,                 HPE                Eni S.p.A.Italy",253600,12.21,18.62,1320
45,"Tera-1000-2 - Bull Sequana X1000, Intel Xeon Phi 7250 68C 1.4GHz, Bull BXI 1.2,                 Atos                Commissariat a l'Energie Atomique (CEA)France",561408,11.97,23.4,3178
46,"Christofari Neo - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband,                 Nvidia                SberCloudRussia",98208,11.95,14.91,
47,"Stampede2 - PowerEdge C6320P/C6420, Intel Xeon Phi 7250 68C 1.4GHz/Platinum 8160, Intel Omni-Path,                 DELL EMC                Texas Advanced Computing Center/Univ. of TexasUnited States",367024,10.68,18.31,
48,"MeluXina - Accelerator Module - BullSequana XH2000, AMD EPYC 7452 32C 2.35GHz, NVIDIA A100 40GB, Mellanox HDR InfiniBand/ParTec ParaStation ClusterSuite,                 Atos                LuxProvideLuxembourg",99200,10.52,15.29,390
49,"Cactus - HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10,                 HPE                GDIT/NOAA/WCOSSUnited States",327680,10.01,11.8,
50,"Dogwood - HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10,                 HPE                GDIT/NOAA/WCOSSUnited States",327680,10.01,11.8,
51,"Earth Simulator -SX-Aurora TSUBASA - SX-Aurora TSUBASA B401-8, Vector Engine Type20B 8C 1.6GHz, Infiniband HDR200,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",43776,9.99,13.45,1391
52,"Amazon EC2 Instance Cluster us-east-1a - Amazon EC2 r5.24xlarge, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet,                 Amazon Web Services                Descartes LabsUnited States",172692,9.95,15.11,
53,"NVIDIA Cambridge-1 DGX SuperPOD - NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR,                 Nvidia                NVIDIA CorporationUnited States",79360,9.68,12.05,
54,"Apollo 6500, AMD  EPYC 7543 32C 2.8GHz, NVIDIA A100 SXM4 80 GB, Mellanox HDR Infiniband,                 HPE                Research InstituteJapan",72384,9.46,9.67,
55,"DGX SuperPOD - NVIDIA DGX-2H, Xeon Platinum 8174 24C 3.1GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR,                 Nvidia                NVIDIA CorporationUnited States",127488,9.44,11.21,
