Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"SP Power3 375 MHz,                 IBM                Finance CompanyJapan",88,92.1,132.0,
302,"SP Power3 375 MHz,                 IBM                Western GeophysicalUnited States",88,92.1,132.0,
303,"ORIGIN 2000 300 MHz,                 HPE                US Army Space and Missile Defense Command/Simulation CenterUnited States",192,92.1,115.2,
304,"SuperDome,                 HPE                AlestraUnited States",64,90.9,140.8,
305,"SuperDome,                 HPE                Arnold Engineering Development Center (AEDC)United States",64,90.9,140.8,
306,"SuperDome,                 HPE                DaimlerChryslerUnited States",64,90.9,140.8,
307,"SuperDome,                 HPE                DefenseUnited States",64,90.9,140.8,
308,"SuperDome,                 HPE                DefenseUnited States",64,90.9,140.8,
309,"SuperDome,                 HPE                GovernmentGermany",64,90.9,140.8,
310,"SuperDome,                 HPE                GovernmentGermany",64,90.9,140.8,
311,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
312,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
313,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
314,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
315,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
316,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
317,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
318,"SuperDome,                 HPE                GovernmentUnited States",64,90.9,140.8,
319,"SuperDome,                 HPE                Hewlett-PackardUnited States",64,90.9,140.8,
320,"SuperDome,                 HPE                POSDATASouth Korea",64,90.9,140.8,
321,"SuperDome,                 HPE                POSDATASouth Korea",64,90.9,140.8,
322,"SuperDome,                 HPE                QwestUnited States",64,90.9,140.8,
323,"SuperDome,                 HPE                QwestUnited States",64,90.9,140.8,
324,"SuperDome,                 HPE                Semiconductor Company (R)Taiwan",64,90.9,140.8,
325,"SuperDome,                 HPE                Talk AmericaUnited States",64,90.9,140.8,
326,"SuperDome,                 HPE                Talk AmericaUnited States",64,90.9,140.8,
327,"SuperDome,                 HPE                Universitaet MagdeburgGermany",64,90.9,140.8,
328,"T3E750,                 Cray/HPE                GovernmentUnited States",172,89.8,129.0,
329,"HPC 10000 400 MHz Cluster,                 Oracle                Finance CompanyUnited States",144,89.69,115.2,
330,"HPC 10000 400 MHz Cluster,                 Oracle                Finance CompanyUnited States",144,89.69,115.2,
331,"ORIGIN 2000 250 MHz - Eth-Cluster,                 HPE                GovernmentUnited States",512,89.0,256.0,
332,"ORIGIN 2000 250 MHz - Eth-Cluster,                 HPE                GovernmentUnited States",256,89.0,128.0,
333,"ORIGIN 2000 250 MHz - Eth-Cluster,                 HPE                GovernmentUnited States",256,89.0,128.0,
334,"ORIGIN 2000 250 MHz - Eth-Cluster,                 HPE                GovernmentUnited States",256,89.0,128.0,
335,"ORIGIN 2000 250 MHz - Eth-Cluster,                 HPE                GovernmentUnited States",256,89.0,128.0,
336,"SP PC604e 332 MHz,                 IBM                WhirlpoolUnited States",210,88.7,139.44,
337,"SP Power3 375 MHz,                 IBM                British AirwaysUnited Kingdom",84,88.0,126.0,
338,"SP Power3 375 MHz,                 IBM                University of SherbrookeCanada",84,88.0,126.0,
339,"SP PC604e 332 MHz,                 IBM                First USAUnited States",208,87.9,138.11,
340,"T3E1200,                 Cray/HPE                Environmental Protection AgencyUnited States",116,87.8,139.2,
341,"ORIGIN 3000 400 MHz,                 HPE                Agriculture, Forestry and Fisheries Research CouncilJapan",132,87.8,105.6,
342,"AlphaServer GS320 731 MHz,                 HPE                Air Force Research LaboratoryUnited States",128,87.51,187.0,
343,"SP Power3 375 MHz 16 way,                 IBM                Johns Hopkins UniversityUnited States",80,87.4,120.0,
344,"SP PC604e 332 MHz,                 IBM                BMW AGGermany",206,87.0,136.78,
