Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"N4000 440 MHz/HyperPlex,                 HPE                VW (Volkswagen AG)Germany",96,63.8,168.96,
202,"AlphaServer SC ES40/EV67,                 HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",64,63.8,85.33,
203,"SP Power3 375 MHz,                 IBM                Soccer LotteryJapan",60,63.6,90.0,
204,"ORIGIN 2000,                 HPE                Sandia National LaboratoriesUnited States",208,63.1,81.12,
205,"SP Power3 200 MHz,                 IBM                Deutsche Telekom AGGermany",104,62.9,83.2,
206,"NT Supercluster,                 Self-made                NCSAUnited States",256,62.59,140.8,
207,"SP PC604e 332 MHz,                 IBM                Aetna Life InsuranceUnited States",200,62.32,132.8,
208,"SP PC604e 332 MHz,                 IBM                Prudential InsuranceUnited States",200,62.32,132.8,
209,"SP PC604e 332 MHz,                 IBM                Sobeys CanadaCanada",200,62.32,132.8,
210,"SP PC604e 332 MHz,                 IBM                SprintUnited States",200,62.32,132.8,
211,"SP PC604e 332 MHz,                 IBM                SprintUnited States",200,62.32,132.8,
212,"ORIGIN 2000 300 MHz,                 HPE                CSC (Center for Scientific Computing)Finland",128,62.25,76.8,
213,"ORIGIN 2000 300 MHz,                 HPE                DaimlerChryslerUnited States",128,62.25,76.8,
214,"ORIGIN 2000 300 MHz,                 HPE                DaimlerChryslerUnited States",128,62.25,76.8,
215,"ORIGIN 2000 300 MHz,                 HPE                Fleet Numerical Meteorology and Oceanography CenterUnited States",128,62.25,76.8,
216,"ORIGIN 2000 300 MHz,                 HPE                Ford Motor CompanyUnited States",128,62.25,76.8,
217,"ORIGIN 2000 300 MHz,                 HPE                NASA/ Jet Propulsion LaboratoryUnited States",128,62.25,76.8,
218,"ORIGIN 2000 300 MHz,                 HPE                Princeton UniversityUnited States",128,62.25,76.8,
219,"ORIGIN 2000 300 MHz,                 HPE                SGIUnited States",128,62.25,76.8,
220,"ORIGIN 2000 300 MHz,                 HPE                Silicon GraphicsUnited States",128,62.25,76.8,
221,"ORIGIN 2000 300 MHz,                 HPE                Silicon GraphicsUnited States",128,62.25,76.8,
222,"ORIGIN 2000 300 MHz,                 HPE                Silicon GraphicsUnited States",128,62.25,76.8,
223,"ORIGIN 2000 300 MHz,                 HPE                Tohoku University, Institute of Fluid ScienceJapan",128,62.25,76.8,
224,"ORIGIN 2000 300 MHz,                 HPE                Tohoku University, Institute of Fluid ScienceJapan",128,62.25,76.8,
225,"ORIGIN 2000 300 MHz,                 HPE                Tohoku University, Institute of Fluid ScienceJapan",128,62.25,76.8,
226,"ORIGIN 2000 300 MHz,                 HPE                US Army Research Laboratory (ARL)United States",128,62.25,76.8,
227,"ORIGIN 2000 300 MHz,                 HPE                US Army Research Laboratory (ARL)United States",128,62.25,76.8,
228,"ORIGIN 2000 300 MHz,                 HPE                University of Tokyo/Institute for Solid State PhysicsJapan",128,62.25,76.8,
229,"ORIGIN 2000 300 MHz,                 HPE                University of Tokyo/Institute for Solid State PhysicsJapan",128,62.25,76.8,
230,"ORIGIN 2000 300 MHz,                 HPE                University of Tokyo/Institute for Solid State PhysicsJapan",128,62.25,76.8,
231,"SX-4/32,                 NEC                NEC Fuchu PlantJapan",32,61.7,64.0,
232,"Alphleet Cluster,                 HPE                Institute of Physical and Chemical Research (RIKEN)Japan",140,61.3,140.0,
233,"SP PC604e 332 MHz,                 IBM                ULCUnited States",196,61.1,130.14,
234,"SP PC604e 332 MHz,                 IBM                NAC RE InternationalUnited States",194,60.5,128.81,
235,"SP PC604e 332 MHz,                 IBM                AutozoneUnited States",192,59.92,127.48,
236,"VPP500/42,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",42,59.6,67.2,
237,"SX-5/8B,                 NEC                National Aerospace Laboratory (NLR)Netherlands",8,59.6,64.0,
238,"SX-5/8A,                 NEC                Swiss Scientific Computing Center (CSCS)Switzerland",8,59.6,64.0,
239,"SP Power3 375 MHz,                 IBM                University of SherbrookeCanada",56,59.4,84.0,
240,"HPC 10000 400 MHz Cluster,                 Oracle                Deutsche Telekom AGGermany",96,59.04,76.8,
241,"HPC 10000 400 MHz Cluster,                 Oracle                Oil CompanyFrance",96,59.04,76.8,
242,"HPC 10000 400 MHz Cluster,                 Oracle                Telecommunication CompanyPoland",96,59.04,76.8,
243,"HPC 10000 400 MHz Cluster,                 Oracle                University of QueenslandAustralia",96,59.04,76.8,
244,"SP PC604e 332 MHz,                 IBM                BMW AGGermany",188,58.7,124.83,
245,"SP PC604e 332 MHz,                 IBM                Deutsche BankGermany",188,58.7,124.83,
246,"SR2201/256,                 Hitachi                Hitachi Mechanical Engineering Res. Lab.Japan",256,58.68,76.8,
247,"SR2201/256,                 Hitachi                Real World Computing (RWCP)Japan",256,58.68,76.8,
