Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35860.0,40960.0,3200
2,"ASCI White, SP Power3 375 MHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",8192,7226.0,12288.0,
3,"AlphaServer SC45, 1 GHz,                 HPE                Pittsburgh Supercomputing CenterUnited States",3016,4463.0,6032.0,
4,"AlphaServer SC45, 1 GHz,                 HPE                Commissariat a l'Energie Atomique (CEA)France",2560,3980.0,5120.0,
5,"SP Power3 375 MHz 16 way,                 IBM                DOE/SC/LBNL/NERSCUnited States",3328,3052.0,4992.0,
6,"AlphaServer SC45, 1 GHz,                 HPE                Los Alamos National LaboratoryUnited States",2048,2916.0,4096.0,
7,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9632,2379.0,3207.0,
8,"pSeries 690 Turbo 1.3GHz,                 IBM                DOE/SC/Oak Ridge National LaboratoryUnited States",864,2310.0,4492.8,
9,"ASCI Blue-Pacific SST, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",5808,2144.0,3856.5,
10,"pSeries 690 Turbo 1.3GHz,                 IBM                IBM/US Army Research Laboratory (ARL)United States",768,2050.0,3993.6,
11,"SP Power3 375 MHz 16 way,                 IBM                AWEUnited Kingdom",1920,1910.0,2880.0,
12,"pSeries 690 Turbo 1.3GHz,                 IBM                IBM/ECMWFUnited States",704,1849.0,3660.8,
13,"SR8000/MPP,                 Hitachi                University of TokyoJapan",1152,1709.1,2074.0,
14,"SR8000-F1/168,                 Hitachi                Leibniz RechenzentrumGermany",168,1653.0,2016.0,
15,"ASCI Blue Mountain,                 HPE                Los Alamos National LaboratoryUnited States",6144,1608.0,3072.0,
16,"SP Power3 375 MHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1336,1417.0,2004.0,
17,"SP Power3 375 MHz 16 way,                 IBM                Deutscher WetterdienstGermany",1280,1293.0,1920.0,
18,"SP Power3 375 MHz 16 way,                 IBM                National Center for Atmospheric Research (NCAR)United States",1260,1272.0,1890.0,
19,"SX-5/128M8 3.2ns,                 NEC                Osaka UniversityJapan",128,1192.0,1280.0,
