Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"Earth-Simulator,                 NEC                Japan Agency for Marine-Earth Science and TechnologyJapan",5120,35860.0,40960.0,3200
2,"ASCI Q - AlphaServer SC45, 1.25 GHz,                 HPE                Los Alamos National LaboratoryUnited States",8192,13880.0,20480.0,
3,"MCR Linux Cluster Xeon 2.4 GHz - Quadrics,                 Linux Networx/Quadrics                Lawrence Livermore National LaboratoryUnited States",2304,7634.0,11060.0,
4,"ASCI White, SP Power3 375 MHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",8192,7304.0,12288.0,
5,"Seaborg - SP Power3 375 MHz 16 way,                 IBM                DOE/SC/LBNL/NERSCUnited States",6656,7304.0,9984.0,
6,"xSeries Cluster Xeon 2.4 GHz - Quadrics,                 IBM/Quadrics                Lawrence Livermore National LaboratoryUnited States",1920,6586.0,9216.0,
7,"PRIMEPOWER HPC2500 (1.3 GHz),                 Fujitsu                National Aerospace Laboratory of JapanJapan",2304,5406.0,11980.0,
8,"Cluster Platform 6000 rx2600 Itanium2 1 GHz Cluster - Quadrics,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",1540,4881.0,6160.0,
9,"AlphaServer SC45, 1 GHz,                 HPE                Pittsburgh Supercomputing CenterUnited States",3016,4463.0,6032.0,
10,"AlphaServer SC45, 1 GHz,                 HPE                Commissariat a l'Energie Atomique (CEA)France",2560,3980.0,5120.0,
11,"Aspen Systems, Dual Xeon 2.2 GHz - Myrinet2000,                 HPTi                Forecast Systems Laboratory - NOAAUnited States",1536,3337.0,6758.0,
12,"pSeries 690 Turbo 1.3GHz,                 IBM                HPCxUnited Kingdom",1280,3241.0,6656.0,
13,"pSeries 690 Turbo 1.3GHz,                 IBM                National Center for Atmospheric Research (NCAR)United States",1216,3164.0,6323.0,
14,"pSeries 690 Turbo 1.3GHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1184,3160.0,6156.8,
15,"pSeries 690 Turbo 1.3GHz,                 IBM                ECMWFUnited Kingdom",960,2560.0,4992.0,
16,"pSeries 690 Turbo 1.3GHz,                 IBM                ECMWFUnited Kingdom",960,2560.0,4992.0,
17,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9632,2379.0,3207.0,
18,"pSeries 690 Turbo 1.3GHz,                 IBM                DOE/SC/Oak Ridge National LaboratoryUnited States",864,2310.0,4492.8,
19,"SuperMike - P4 Xeon 1.8 GHz - Myrinet,                 Atipa Technology                Louisiana State UniversityUnited States",1024,2207.0,3686.4,
20,"AlphaServer SC45, 1 GHz,                 HPE                NASA/Goddard Space Flight CenterUnited States",1392,2164.0,2784.0,
21,"ASCI Blue-Pacific SST, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",5808,2144.0,3856.5,
22,"pSeries 690 Turbo 1.3GHz,                 IBM                US Army Research Laboratory (ARL)United States",800,2140.0,4160.0,
23,"SP Power3 375 MHz 16 way,                 IBM                AWEUnited Kingdom",1920,2106.0,2880.0,
24,"pSeries 690 Turbo 1.3GHz,                 IBM                Max-Planck-Gesellschaft MPI/IPPGermany",768,2050.0,3993.6,
25,"Joplin - PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - Myrinet,                 DELL EMC                University at Buffalo, SUNY, Center for Computational Res.United States",600,2004.0,2880.0,
26,"pSeries 690 Turbo 1.3GHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",704,1849.0,3660.8,
27,"pSeries 690 Turbo 1.3GHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",704,1849.0,3660.8,
