Rank,System,Cores,Rmax (TFlop/s),Rpeak (TFlop/s),Power (kW)
316,"Sugon TC6000, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet,                 Sugon                Internet CompanyChina",50000,914.8,1840.0,1235
317,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 HPE                IT Provider (P)United States",28800,914.69,1152.0,1590
318,"Internet Company A N2 - ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet,                 Lenovo                Internet Company AChina",21600,912.66,1602.0,
319,"Internet Company A N1 - ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet,                 Lenovo                Internet Company AChina",21600,912.66,1602.0,
320,"OKEANOS - Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ,                 Cray/HPE                Interdisciplinary Centre for Mathematical and Computational Modelling, University of WarsawPoland",26016,909.61,1082.27,585
321,"Maui - Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ,                 Cray/HPE                National Institute of Water and Atmospheric ResearchNew Zealand",18560,908.89,1425.41,
322,"Inspur TS10000, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet,                 Inspur                Internet Service AChina",20640,906.1,1800.0,
323,"Hare - Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ,                 Cray/HPE                Shared Services CanadaCanada",30816,904.15,1035.42,
324,"Brooks - Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ,                 Cray/HPE                Shared Services CanadaCanada",30816,904.15,1035.42,
325,"Lenovo NeXtScale nx360 M5, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet,                 Lenovo                GovernmentChina",50400,902.16,1935.36,
326,"Lomonosov - T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR,                 T-Platforms                Moscow State University - Research Computing CenterRussia",78660,901.9,1700.21,2800
327,"SERC - Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ,                 Cray/HPE                Supercomputer Education and Research Centre (SERC), Indian Institute of ScienceIndia",31104,901.51,1244.16,608
328,"DLCluster - Sugon Cluster W580I, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR,                 Sugon                UniversityChina",17200,897.2,1444.16,140
329,"JD D1 - Lenovo x3550, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Lenovo                Internet CompanyChina",51360,895.08,1807.87,
330,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom,                 IBM                Rensselaer Polytechnic InstituteUnited States",81920,894.44,1048.58,411
331,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR,                 HPE                Software Company (M)United States",32400,892.98,1244.16,
332,"Huawei RH2288H V3 Cluster, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR,                 Huawei Technologies Co., Ltd.                Simulation Cloud Service AChina",33216,889.3,1116.06,437
333,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",19200,884.0,1696.0,
334,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",19200,884.0,1696.0,
335,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",18240,882.0,1611.2,
336,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",18240,882.0,1611.2,
337,"Huawei X6800/XH321 V3/XH620 V3 Cluster, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR,                 Huawei Technologies Co., Ltd.                Manufacturing Company CGermany",30184,881.8,1159.07,369
338,"Lenovo RD450, Xeon E5-2697v3 14C 2.6GHz, 10G Ethernet,                 Lenovo                Internet Service (S)China",53200,880.99,2213.12,
339,"JD C1 - Lenovo x3550, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Lenovo                Internet CompanyChina",50400,879.23,1774.08,
340,"FusionServer XH620 V3 Cluster, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet,                 Huawei Technologies Co., Ltd.                Internet Company AChina",49600,875.85,1825.28,930
341,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Inspur                Internet Service AChina",45440,874.8,1817.6,
342,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Inspur                Internet Service AChina",45440,874.8,1817.6,
343,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Inspur                Internet Service AChina",44800,874.1,1792.0,
344,"Inspur TS10000 HPC Cluster System - Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Inspur                Internet Service AChina",44800,874.1,1792.0,
345,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Inspur                Internet Service AChina",44800,874.1,1792.0,
346,"Palmetto2 - HP SL250s Gen8/Lenovo NX360M5, Dell C4130, Xeon E5-2665 8C 2.4GHz/E5-2670v2, Infiniband FDR, Nvidia K20m/K40/K20/P100,                 HPE                Clemson UniversityUnited States",23452,870.0,1550.48,1124
347,"Inspur NF5280M, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet,                 Inspur                Internet Service AChina",19200,869.2,1696.0,
348,"Apollo 6000 XL230a, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet,                 HPE                RetailUnited States",46080,869.17,1548.29,
349,"Internet Company A O2 - ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet,                 Lenovo                Internet Company AChina",20160,866.47,1495.2,
350,"Internet Company A O1 - ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet,                 Lenovo                Internet Company AChina",20160,866.47,1495.2,
351,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",23040,865.0,1696.0,
352,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",23040,865.0,1696.0,
353,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet,                 Inspur                Internet Service AChina",23040,865.0,1696.0,
354,"IRIDIS - ThinkSystem SD530, Xeon Gold 6138 20C 2GHz, Infiniband EDR,                 Lenovo                University of SouthamptonUnited Kingdom",20400,864.53,1305.6,
355,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet,                 Sugon                GovernmentChina",45600,862.5,1751.04,1700
356,"Cluster Platform 3000 BL460c Gen9/DL380, Xeon E5-2697v3/Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR,                 HPE                Volvo Personvagnar ABSweden",24624,861.55,1024.36,
357,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet,                 HPE                Software Company (M)United States",40320,858.86,1483.78,
358,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet,                 HPE                Software Company (M)United States",40320,858.86,1483.78,
359,"Shoubu system B - ZettaScaler-2.2, Xeon D-1571 16C 1.3GHz, Infiniband EDR, PEZY-SC2,                 PEZY Computing / Exascaler Inc.                Advanced Center for Computing and Communication, RIKENJapan",794400,857.63,1127.68,47
360,"Huawei RH5885H V3 Cluster, Xeon E7-4850v4 16C 2.1GHz, Infiniband FDR,                 Huawei Technologies Co., Ltd.                Chinese Institute of MeteorologyChina",33280,857.6,1118.21,448
361,"Cluster Platform DL360, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet,                 HPE                Trading CompanyChina",36800,856.52,1530.88,1840
362,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet,                 HPE                Services Company (S)Japan",37884,852.79,1454.75,
363,"Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet,                 Sugon                Internet CompanyChina",51200,841.6,1720.32,640
364,"Apollo 6000 XL260a, Intel Xeon Phi 7230 64C 1.3GHz, Infiniband EDR,                 HPE                Energy Company (D)United States",34304,841.52,1427.05,
365,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR,                 HPE                Software Company (M)United States",30528,841.39,1172.28,
366,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR,                 HPE                Software Company (M)United States",30528,841.39,1172.28,
367,"Internet Company N B1 - Lenovo RD450, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet,                 Lenovo                Network CompanyChina",48000,840.53,1843.2,
368,"Core International 2 - Lenovo x240 M5, Xeon E5-2667v3 8C 3.2GHz, 10G Ethernet,                 Lenovo                Core InternationalChina",30080,840.28,1540.1,
369,"Cluster Platform DL360, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet,                 HPE                IT Services Provider United States",33660,838.77,1400.26,
370,"JD E1 - Lenovo x3650, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Lenovo                Internet CompanyChina",48000,838.21,1689.6,
371,"Sugon I620, Xeon E5-2630v3 8C 2.4GHz, 10G Ethernet,                 Sugon                IT Service Provider (L)China",44800,838.0,1720.32,840
372,"Lenovo NeXtScale nx360M5, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR, NVIDIA Tesla K80,                 Lenovo                GovernmentChina",32000,836.18,1962.18,
373,"Intel SC D2P4 - Cluster Platform 3000 BL460c, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR,                 HPE                IntelUnited States",30672,833.92,1226.88,1534
374,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR,                 HPE                Software Company (M)United States",30240,833.45,1161.22,
375,"ComputeSystem - Sugon I620, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Sugon                IT Service ProviderChina",48000,832.6,1689.6,600
376,"BTCloudSystem - Sugon I620, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet,                 Sugon                Government DepartmentChina",48000,832.2,1689.6,720
377,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet,                 HPE                Services Company (S)United States",36736,831.85,1410.66,
378,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet,                 HPE                Services Company (S)United States",36736,831.85,1410.66,
379,"Gottfried - Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ,                 Cray/HPE                HLRN at Universitaet Hannover / RRZNGermany",40320,829.8,1241.39,788
380,"CMCluster2 - Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet,                 Sugon                Telecom CompanyChina",45600,827.8,1678.08,570
381,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet,                 Lenovo                Internet Company AChina",37600,827.2,1504.0,881
382,"Internet Company T AA1 - Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet,                 Lenovo                Service Provider TChina",43120,825.92,1655.81,
383,"JD G1 - Lenovo x3650, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet,                 Lenovo                Internet CompanyChina",50240,825.8,1688.06,
384,"Internet Company B K1 - Lenovo RD450, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Lenovo                Internet Service (B)China",45120,825.72,1588.22,
385,"Sakura - ZettaScaler-2.2, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband EDR, PEZY-SC2,                 PEZY Computing / Exascaler Inc.                PEZY Computing K.K.Japan",794400,824.7,1127.68,50
386,"Software Company (M) AB1 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Cloud ProviderAustralia",28800,824.55,1059.84,
387,"Software Company (M) B5 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Hosting ServicesUnited States",28800,824.55,1059.84,
388,"Software Company (M) B4 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Hosting ServicesUnited States",28800,824.55,1059.84,
389,"Software Company (M) B3 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Hosting ServicesUnited States",28800,824.55,1059.84,
390,"Software Company (M) B2 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Hosting ServicesUnited States",28800,824.55,1059.84,
391,"Software Company (M) B1 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Hosting ServicesUnited States",28800,824.55,1059.84,
392,"SB1 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Software Company (M)Singapore",28800,824.55,1059.84,
393,"NB1 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Software Company (M)Netherlands",28800,824.55,1059.84,
394,"IB1 - Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet,                 Lenovo                Software Company (M)Ireland",28800,824.55,1059.84,
395,"Sugon TC6000, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet,                 Sugon                Internet Service (B)China",48000,822.8,1689.6,988
396,"Lenovo x3950, Xeon E7-8860v3  16C 2.2GHz, 10G Ethernet,                 Lenovo                Financial Company (C A1)China",42496,822.72,1495.86,996
397,"Laurel 2 - Cray CS400, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path,                 Cray/HPE                Academic Center for Computing and Media Studies (ACCMS),  Kyoto UniversityJapan",30600,821.9,1028.16,357
398,"VDSystem - Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet,                 Sugon                Internet CompanyChina",48000,821.8,1689.6,620
399,"Huawei E9000 Blade Server, Xeon E5-2690v4 14C 2.6GHz, 40G Ethernet,                 Huawei Technologies Co., Ltd.                Pharmaceutical Company China",29344,820.3,1220.71,396
400,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet,                 HPE                Software Company (M)United States",38880,819.16,1492.99,
