Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
101,"Y-MP C98/8128,                 Cray/HPE                UCSD/San Diego Supercomputer CenterUnited States",8,6.85,7.62,
102,"T3D MC64-2,                 Cray/HPE                Cray ResearchUnited States",64,6.4,9.6,
103,"T3D MC64-2,                 Cray/HPE                Mitsubishi Electric CorporationJapan",64,6.4,9.6,
104,"KSR2-110,                 KSR/Siemens-Nixdorf                Leibniz RechenzentrumGermany",110,6.38,8.8,
105,"XP/S15,                 Intel                NASA/Ames Research Center/NASUnited States",208,6.25,10.4,
106,"XP/S15,                 Intel                NOAAUnited States",208,6.25,10.4,
107,"XP/S15,                 Intel                NASA/Ames Research Center/NASUnited States",208,6.2,10.4,
108,"XP/S15,                 Intel                NASA/Ames Research Center/NASUnited States",208,6.2,10.4,
109,"XP/S15,                 Intel                NOAAUnited States",208,6.2,10.4,
110,"XP/S15,                 Intel                NOAAUnited States",208,6.2,10.4,
111,"SP2/32,                 IBM                National Cancer Research InstituteJapan",32,6.1,8.51,
112,"SX-3/41R,                 NEC                Japan Atomic Energy Research InstituteJapan",4,5.8,6.4,
113,"SX-3/14R,                 NEC                Osaka UniversityJapan",1,5.8,6.4,
114,"SX-3/14R,                 NEC                Toyota Central Research & DevelopmentJapan",1,5.8,6.4,
115,"CM-5/96,                 Thinking Machines Corporation                University of California at BerkeleyUnited States",96,5.7,12.29,
116,"VPP500/4,                 Fujitsu/SNI                Technische Universitaet DarmstadtGermany",4,5.6,6.4,
117,"VPP500/4,                 Fujitsu/SNI                Universitaet Aachen/RWTHGermany",4,5.6,6.4,
118,"CM-2/64k,                 Thinking Machines Corporation                Brandeis UniversityUnited States",2048,5.2,14.0,
119,"CM-2/64k,                 Thinking Machines Corporation                Florida State UniversityUnited States",2048,5.2,14.0,
120,"CM-2/64k,                 Thinking Machines Corporation                SRCUnited States",2048,5.2,14.0,
121,"CS-2/128,                 Meiko                Lawrence Livermore National LaboratoryUnited States",128,5.0,23.04,
122,"CM-200/32k,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",1024,5.0,10.0,
123,"CM-200/32k,                 Thinking Machines Corporation                Western GeophysicalUnited States",1024,5.0,10.0,
124,"SX-3/14,                 NEC                IBM Japan Ltd.Japan",1,5.0,5.5,
125,"SX-3/22,                 NEC                NEC Systems Laboratories Inc.United States",2,5.0,5.5,
126,"SX-3/22,                 NEC                National Aerospace Laboratory (NLR)Netherlands",2,5.0,5.5,
127,"SX-3/14,                 NEC                National Institute for Environmental StudiesJapan",1,5.0,5.5,
128,"9076-005 SP1,                 IBM                DOE/SC/Argonne National LaboratoryUnited States",128,4.8,16.0,
129,"9076-004 SP1,                 IBM                Cornell Theory CenterUnited States",64,4.8,8.0,
130,"KSR2-80,                 Kendall Square Research                DOE/SC/Pacific Northwest National LaboratoryUnited States",80,4.77,6.4,
131,"Y-MP C98/6256,                 Cray/HPE                Electricite de FranceFrance",6,4.63,5.71,
132,"Y-MP C98/6256,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",6,4.63,5.71,
133,"XP/S10,                 Intel                Forschungszentrum Juelich (FZJ)Germany",144,4.45,7.2,
134,"XP/S10,                 Intel                Purdue UniversityUnited States",144,4.45,7.2,
135,"XP/S10,                 Intel                Hong Kong University of Science and TechnologyHong Kong",140,4.33,7.0,
136,"XP/S10,                 Intel                Intel SSD Development CentersUnited States",140,4.33,7.0,
137,"XP/S10,                 Intel                National Security AgencyUnited States",140,4.33,7.0,
138,"SP2/22,                 IBM                Queensland Parallel Supercomputing FacilityAustralia",22,4.19,5.85,
139,"XP/S10,                 Intel                Hong Kong University of Science and TechnologyHong Kong",140,4.1,7.0,
140,"XP/S10,                 Intel                Intel SSD Development CentersUnited States",140,4.1,7.0,
141,"XP/S10,                 Intel                National Security AgencyUnited States",140,4.1,7.0,
142,"VP2600/10,                 Fujitsu                Fuji HeavyJapan",1,4.0,5.0,
143,"VP2600/10,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",1,4.0,5.0,
144,"VP2600/10,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",1,4.0,5.0,
145,"VP2600/20,                 Fujitsu                Kyoto UniversityJapan",1,4.0,5.0,
146,"VP2600/10,                 Fujitsu                Kyushu UniversityJapan",1,4.0,5.0,
147,"VP2600/10,                 Fujitsu                Nagoya UniversityJapan",1,4.0,5.0,
148,"VP2600/10,                 Fujitsu                National Aerospace Laboratory of JapanJapan",1,4.0,5.0,
149,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
150,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
151,"VP2600/10,                 Fujitsu                Taisei ConstructionJapan",1,4.0,5.0,
152,"S600/20,                 Fujitsu/SNI                Universitaet Aachen/RWTHGermany",1,4.0,5.0,
