Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"Cray X1,                 Cray/HPE                Cray Inc.United States",124,1448.42,1587.2,
202,"Cray X1,                 Cray/HPE                US Army HPC Research Center at NCSUnited States",124,1448.42,1587.2,
203,"Cray X1,                 Cray/HPE                University of Alaska - Arctic Region Supercomputing CenterUnited States",124,1448.42,1587.2,
204,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",340,1432.87,2176.0,
205,"xSeries Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",428,1428.54,2396.8,
206,"pSeries 690 Turbo 1.7 GHz GigEth,                 IBM                IBMUnited States",384,1424.0,2611.2,
207,"Cluster Platform 6000 rx4640-4x136 Itanium2 1.3 GHz, GigE,                 HPE                Energy Company (D)United States",544,1418.0,2828.8,
208,"SP Power3 375 MHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1336,1417.0,2004.0,
209,"Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Infiniband,                 HPE                University of ShanghaiChina",348,1401.0,2129.8,
210,"MVS-5000BM, eServer BladeCenter JS20 (PowerPC970 1.6 GHz), Myrinet,                 IBM                Joint Supercomputer CenterRussia",336,1401.0,2112.0,
211,"Maverick - xSeries x335 Cluster, Xeon 3.06 GHz, Infiniband,                 IBM                Mississippi State UniversityUnited States",384,1389.0,2350.0,
212,"pSeries 690 Turbo 1.3GHz,                 IBM                Altria Group - Philip Morris ManagementUnited States",512,1384.0,2662.4,
213,"pSeries 690 Turbo 1.3GHz,                 IBM                CINECAItaly",512,1384.0,2662.4,
214,"pSeries 690 Turbo 1.3GHz,                 IBM                HLRN at Universitaet Hannover / RRZNGermany",512,1384.0,2662.4,
215,"pSeries 690 Turbo 1.3GHz,                 IBM                HLRN at ZIB/Konrad Zuse-Zentrum BerlinGermany",512,1384.0,2662.4,
216,"Cluster Platform 3000 DL360G3, Xeon 3.2 GHz, Myrinet,                 HPE                Information Management CompanyUnited States",400,1382.0,2560.0,
217,"SX-7/160M5,                 NEC                National Institute for Fusion Science (NIFS)Japan",160,1378.0,1412.8,
218,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",324,1373.07,2073.6,
219,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",324,1373.07,2073.6,
220,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",324,1373.07,2073.6,
221,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",324,1373.07,2073.6,
222,"BladeCenter Xeon 3.06 GHz, Gig-Ethernet,                 IBM                DefenseUnited States",364,1366.82,2227.68,
223,"BladeCenter Xeon 2.8 GHz, Gig-Ethernet,                 IBM                Biotech Company (A)United Kingdom",400,1335.13,2240.0,
224,"HP Opteron 2.2 GHz, Myrinet,                 HPE                HPC2N - Umea UniversitySweden",384,1329.0,1689.6,
225,"PowerEdge 1750, Pentium4 Xeon 2.8 GHz, GigE,                 DELL EMC                University of FloridaUnited States",400,1325.0,2240.0,
226,"LION-XM - PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet,                 DELL EMC                Pennsylvania State UniversityUnited States",336,1319.67,2056.32,
227,"xSeries Cluster Xeon 2.4 GHz - Gig-E,                 IBM                Semiconductor Company (C)United States",666,1310.61,3196.8,
228,"eServer pSeries 690 (1.7 GHz Power4+, GigE),                 IBM                Consumer GoodsAustralia",352,1305.33,2393.6,
229,"DeepComp 1800 - P4 Xeon 2 GHz - Myrinet,                 Lenovo                Academy of Mathematics and System ScienceChina",512,1297.0,2048.0,
230,"Cluster Platform 6000 zx6000 Itanium2 1.5 GHz, Myrinet,                 HPE                US Government Classified (A)United States",256,1293.0,1536.0,
231,"Pegasus P4 Xeon Cluster 2.2/2.4/2.8 GHz - Giganet,                 Self-made                Seoul National UniversitySouth Korea",520,1283.0,2557.0,
232,"xSeries Xeon 2.8 GHz - Gig-Ethernet,                 IBM                Semiconductor Company (C)United States",384,1281.76,2150.4,
233,"SuperDome 1 GHz/HPlex,                 HPE                Digital China Ltd.China",560,1280.97,2240.0,
234,"SuperDome 875 MHz/HyperPlex,                 HPE                OpenPSL Ltd.United Kingdom",640,1276.7,2240.0,
235,"SuperDome 875 MHz/HyperPlex,                 HPE                Telecom ItaliaItaly",640,1276.7,2240.0,
236,"SuperDome 875 MHz/HyperPlex,                 HPE                Telecom ItaliaItaly",640,1276.7,2240.0,
237,"SuperDome 875 MHz/HyperPlex,                 HPE                Telecom ItaliaItaly",640,1276.7,2240.0,
238,"SuperDome 875 MHz/HyperPlex,                 HPE                Telecom ItaliaItaly",640,1276.7,2240.0,
239,"SuperDome 875 MHz/HyperPlex,                 HPE                Deutsche Telekom AGGermany",640,1263.3,2240.0,
240,"SuperDome 875 MHz/HyperPlex,                 HPE                Vodafone (KK) ChuoJapan",640,1263.3,2240.0,
241,"SuperDome 875 MHz/HyperPlex,                 HPE                Vodafone (KK) ChuoJapan",640,1263.3,2240.0,
242,"BladeCenter Xeon 3.06 GHz, Gig-Ethernet,                 IBM                Financial Services (H)United States",336,1261.68,2056.32,
243,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",294,1260.96,1881.6,
244,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",294,1260.96,1881.6,
245,"xSeries x336 Cluster, Xeon EM64T 3.2 GHz, GigEthernet,                 IBM                Semiconductor Company (C)United States",294,1260.96,1881.6,
246,"SGI Altix 1.5 GHz,                 HPE                CEG GramatFrance",256,1258.53,1536.0,
247,"SGI Altix 1.5 GHz,                 HPE                CSAR at the University of ManchesterUnited Kingdom",256,1258.53,1536.0,
248,"SGI Altix 1.5 GHz,                 HPE                DOE/SC/Oak Ridge National LaboratoryUnited States",256,1258.53,1536.0,
249,"SGI Altix 1.5 GHz,                 HPE                Los Alamos National LaboratoryUnited States",256,1258.53,1536.0,
250,"SGI Altix 1.5 GHz,                 HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",256,1258.53,1536.0,
251,"SGI Altix 1.5 GHz,                 HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",256,1258.53,1536.0,
252,"SGI Altix 1.5 GHz,                 HPE                US Army Research Laboratory (ARL)United States",256,1258.53,1536.0,
253,"xSeries Cluster Xeon 2.4 GHz - Gig-E,                 IBM                Public SectorChina",622,1255.99,2985.6,
254,"Cluster Platform 6000 rx2600 Itanium2 1.3 GHz Cluster,                 HPE                University of HoustonUnited States",304,1253.0,1580.0,
255,"xSeries Xeon 3.06 GHz, Myrinet,                 IBM                DaimlerChryslerGermany",260,1231.05,1591.2,
256,"Cluster Platform 3000 DL360G3, Xeon 3.2 GHz, GigEthernet,                 HPE                Societe GeneraleFrance",320,1228.0,2048.0,
257,"Franklin - Fire 15K 1.2 GHz,                 Oracle                University of CambridgeUnited Kingdom",900,1226.4,2160.0,
258,"xSeries Xeon 3.06 GHz, Myrinet,                 IBM                MTU Aero EnginesGermany",256,1215.31,1566.72,
259,"PowerEdge 650, 3.06 GHz, Gig Ethernet,                 DELL EMC                University of LiverpoolUnited Kingdom",940,1212.0,5752.8,
260,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Telkom SASouth Africa",384,1210.0,2304.0,
261,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Banco AztecaMexico",352,1210.0,2112.0,
262,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                HP Financial ServicesGermany",320,1210.0,1920.0,
263,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Hewlett-PackardUnited States",320,1210.0,1920.0,
264,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Hewlett-PackardUnited States",320,1210.0,1920.0,
