Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"KSR1-64,                 Kendall Square Research                University of WashingtonUnited States",64,1.84,2.56,
202,"S-820/80,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.82,3.0,
203,"S-820/80,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.82,3.0,
204,"S-820/80,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.82,3.0,
205,"S-820/80,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.82,3.0,
206,"S-820/80,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.82,3.0,
207,"S-820/80,                 Hitachi                Hitachi Ltd. SSDJapan",1,1.82,3.0,
208,"S-820/80,                 Hitachi                Hokkaido UniversityJapan",1,1.82,3.0,
209,"S-820/80,                 Hitachi                Institute for Molecular ScienceJapan",1,1.82,3.0,
210,"S-820/80,                 Hitachi                National Lab. for High Energy PhysicsJapan",1,1.82,3.0,
211,"S-820/80,                 Hitachi                Nihon UniversityJapan",1,1.82,3.0,
212,"S-820/80,                 Hitachi                Senshu UniversityJapan",1,1.82,3.0,
213,"Y-MP M98,                 Cray/HPE                Cray ResearchUnited States",8,1.73,2.67,
214,"Y-MP C94A/2128,                 Cray/HPE                Instituto Nacional de MeteorologiaSpain",2,1.7,1.91,
215,"Y-MP C92A/2128,                 Cray/HPE                Mitsubishi Motors CompanyJapan",2,1.7,1.91,
216,"VP2400/20,                 Fujitsu                Computer Technology Integrator (CTI)Japan",1,1.69,2.0,
217,"S-3600/180,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.67,2.0,
218,"S-3600/180,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",1,1.67,2.0,
219,"Y-MP8/664,                 Cray/HPE                Cray ResearchUnited States",6,1.65,2.0,
220,"Y-MP8I/6128,                 Cray/HPE                NASA/Marshall Space Flight CenterUnited States",6,1.65,2.0,
221,"Y-MP8/664,                 Cray/HPE                Nissan MotorJapan",6,1.65,2.0,
222,"Y-MP8I/632,                 Cray/HPE                Taiwan Central Weather Bureau & CAATaiwan",6,1.65,2.0,
223,"Y-MP8/632,                 Cray/HPE                Toyota Motor CompanyJapan",6,1.65,2.0,
224,"MP-2216,                 MasPar                Lockheed Missiles and Space CompanyUnited States",2048,1.6,2.4,
225,"MP-2216,                 MasPar                National Cancer InstituteUnited States",2048,1.6,2.4,
226,"DECmpp SX 200,                 HPE                University of BergenNorway",2048,1.6,2.4,
227,"XP/S4,                 Intel                Caltech/JPLUnited States",56,1.5,2.8,
228,"XP/S4,                 Intel                Hiroshima UniversityJapan",56,1.5,2.8,
229,"XP/S4,                 Intel                Indiana UniversityUnited States",56,1.5,2.8,
230,"XP/S4,                 Intel                Rice UniversityUnited States",56,1.5,2.8,
231,"XP/S4,                 Intel                Sandia National LaboratoriesUnited States",56,1.5,2.8,
232,"XP/S4,                 Intel                University of South CarolinaUnited States",56,1.5,2.8,
233,"ES 9000-900,                 IBM                CERNSwitzerland",6,1.46,2.66,
234,"ES 9000-900,                 IBM                Cornell Theory CenterUnited States",6,1.46,2.66,
235,"ES 9000-900,                 IBM                University of California, Los AngelesUnited States",6,1.46,2.66,
236,"CRAY-2/4-256,                 Cray/HPE                Air Force/Phillips LabUnited States",4,1.41,1.95,
237,"CRAY-2/4-512,                 Cray/HPE                Arabian American Oil CompanyUnited States",4,1.41,1.95,
238,"CRAY-2/4-256,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",4,1.41,1.95,
239,"CRAY-2/4-128,                 Cray/HPE                Cray ResearchUnited States",4,1.41,1.95,
240,"CRAY-2s/4-128,                 Cray/HPE                DKRZ - Deutsches KlimarechenzentrumGermany",4,1.41,1.95,
241,"CRAY-2/4-256,                 Cray/HPE                Defense Research Agency (DRA)United Kingdom",4,1.41,1.95,
