Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"Y-MP C916/8512,                 Cray/HPE                FordGermany",8,6.85,7.62,
202,"Y-MP C98/8512,                 Cray/HPE                IDRISFrance",8,6.85,7.62,
203,"Y-MP C98/8512,                 Cray/HPE                IRISAFrance",8,6.85,7.62,
204,"Y-MP C98/81024,                 Cray/HPE                Manufacturer (G)United States",8,6.85,7.62,
205,"Y-MP C98/8256,                 Cray/HPE                Meteo FranceFrance",8,6.85,7.62,
206,"Y-MP C916/8512,                 Cray/HPE                Minnesota Supercomputer CenterUnited States",8,6.85,7.62,
207,"Y-MP C916/8256,                 Cray/HPE                NASA/Ames Research Center/CCFUnited States",8,6.85,7.62,
208,"Y-MP C98/8128,                 Cray/HPE                UCSD/San Diego Supercomputer CenterUnited States",8,6.85,7.62,
209,"SP2/36,                 IBM                Rensselaer Polytechnic InstituteUnited States",36,6.5,9.58,
210,"T3D MC64-8,                 Cray/HPE                CINECAItaly",64,6.4,9.6,
211,"T3D MC64-2,                 Cray/HPE                Mitsubishi Electric CorporationJapan",64,6.4,9.6,
212,"T3D MCA64-8,                 Cray/HPE                Mobil / Technical CenterUnited States",64,6.4,9.6,
213,"T3D MCA64-8,                 Cray/HPE                NASA/Lewis Research CenterUnited States",64,6.4,9.6,
214,"T3D MCA64-8,                 Cray/HPE                National Center for Atmospheric Research (NCAR)United States",64,6.4,9.6,
215,"T3D MCA64-8,                 Cray/HPE                US Naval Underwater Weapons CenterUnited States",64,6.4,9.6,
216,"SP2/35,                 IBM                MCI WorldcomUnited States",35,6.34,9.31,
217,"SP2/35,                 IBM                Philipps University of MarburgGermany",35,6.34,9.31,
218,"SP2/35,                 IBM                Shell KSEPLNetherlands",35,6.34,9.31,
219,"SP2/35,                 IBM                ShopKo StoresUnited States",35,6.34,9.31,
220,"XP/S15,                 Intel                GovernmentUnited States",208,6.25,10.4,
221,"XP/S15,                 Intel                NOAAUnited States",208,6.25,10.4,
222,"SPP1000/XA-64,                 HPE                HTCGermany",64,6.19,12.8,
223,"SPP1000/XA-64,                 HPE                Josef Stefan InstitutSlovenia",64,6.19,12.8,
224,"POWER CHALLENGE 10000,                 HPE                AMOCOUnited States",24,6.12,9.36,
225,"POWER CHALLENGE 10000,                 HPE                BMW AGGermany",24,6.12,9.36,
226,"SP2/33,                 IBM                Westinghouse ElectricUnited States",33,5.99,8.78,
227,"AlphaServer 8400 5/350,                 HPE                Digital Equipment CorporationUnited States",12,5.9,8.4,
228,"POWER CHALLENGE 10000,                 HPE                Georgia Institute of TechnologyUnited States",22,5.81,8.58,
229,"XP/S14,                 Intel                Grant TensorUnited States",192,5.8,9.6,
230,"SP2/32,                 IBM                Amerada HessUnited States",32,5.8,8.51,
231,"SP2/32,                 IBM                CINECAItaly",32,5.8,8.51,
232,"SP2/32,                 IBM                China Meteorological AdministrationChina",32,5.8,8.51,
233,"SP2/32,                 IBM                HMCSouth Korea",32,5.8,8.51,
234,"SP2/32,                 IBM                Kogiin KagikenJapan",32,5.8,8.51,
235,"SP2/32,                 IBM                PGS TensorUnited States",32,5.8,8.51,
236,"SP2/32,                 IBM                University of Hong KongHong Kong",32,5.8,8.51,
237,"Y-MP J932/32-4096,                 Cray/HPE                Bayer AGGermany",32,5.8,6.4,
238,"Y-MP J932/32-8192,                 Cray/HPE                Cray ResearchUnited States",32,5.8,6.4,
