Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"SX-3/21R,                 NEC                Obayashi CorporationJapan",2,2.9,3.2,
202,"CRAY-3/4-512,                 Cray Computer                Cray Computer CorporationUnited States",4,2.86,3.79,
203,"POWER CHALLENGE,                 HPE                Jackson State UniversityUnited States",12,2.82,3.6,
204,"POWER CHALLENGE,                 HPE                SGIUnited States",12,2.82,3.6,
205,"CS-2/32,                 Meiko                CERFACSFrance",32,2.8,5.76,
206,"CS-2/32,                 Meiko                CERNSwitzerland",32,2.8,5.76,
207,"SP2/14,                 IBM                DKFZGermany",14,2.65,3.72,
208,"CM-2/32k,                 Thinking Machines Corporation                AMKGermany",1024,2.6,7.0,
209,"CM-2/32k,                 Thinking Machines Corporation                Columbia Law SchoolUnited States",1024,2.6,7.0,
210,"iPSC/860,                 Intel                Alliant Techsystems Inc.United States",128,2.6,5.12,
211,"iPSC/860,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",128,2.6,5.12,
212,"iPSC/860,                 Intel                Grant TensorUnited Kingdom",128,2.6,5.12,
213,"iPSC/860,                 Intel                Grant TensorUnited States",128,2.6,5.12,
214,"iPSC/860,                 Intel                Grant TensorUnited States",128,2.6,5.12,
215,"iPSC/860,                 Intel                Grant TensorUnited Kingdom",128,2.6,5.12,
216,"iPSC/860,                 Intel                HoneywellUnited States",128,2.6,5.12,
217,"iPSC/860,                 Intel                Lockheed Advanced DevelopmentUnited States",128,2.6,5.12,
218,"iPSC/860,                 Intel                NASA/Ames Research Center/NASUnited States",128,2.6,5.12,
219,"iPSC/860,                 Intel                NIH (National Institutes of Health)United States",128,2.6,5.12,
220,"iPSC/860,                 Intel                ONERAFrance",128,2.6,5.12,
221,"KSR1-96,                 Kendall Square Research                ATRJapan",96,2.54,3.84,
222,"KSR1-96,                 Kendall Square Research                Florida State UniversityUnited States",96,2.54,3.84,
223,"C4/XA-4,                 HPE                Ford Motor CompanyUnited States",4,2.53,3.24,
224,"Y-MP C94/3256,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",3,2.49,2.86,
225,"POWER CHALLENGE,                 HPE                Missle & Space Intelligence CenterUnited States",10,2.45,3.0,
226,"POWER CHALLENGE,                 HPE                SGIUnited States",10,2.45,3.0,
227,"POWER CHALLENGE,                 HPE                Silicon GraphicsUnited States",10,2.45,3.0,
228,"POWER CHALLENGE,                 SGI/Siemens-Nixdorf                Universitaet KaiserslauternGermany",10,2.45,3.0,
229,"POWER CHALLENGE,                 HPE                University of CalgaryCanada",10,2.45,3.0,
230,"CM-200/16k,                 Thinking Machines Corporation                INRIA - Sophia AntipolisFrance",512,2.4,5.0,
231,"CM-200/16k,                 Thinking Machines Corporation                Naval Research Laboratory (NRL)United States",512,2.4,5.0,
232,"CM-200/16k,                 Thinking Machines Corporation                University of EdinburghUnited Kingdom",512,2.4,5.0,
233,"9076-003 SP1,                 IBM                Pennsylvania State UniversityUnited States",32,2.4,4.0,
234,"XP/S5,                 Intel                US Naval Air Warfare Center (NAWC)United States",72,2.25,3.6,
235,"XP/S5,                 Intel                Universitaet StuttgartGermany",72,2.25,3.6,
236,"XP/S5,                 Intel                ONERAFrance",71,2.21,3.55,
237,"XP/S5,                 Intel                US Naval Air Warfare Center (NAWC)United States",72,2.2,3.6,
238,"XP/S5,                 Intel                Universitaet StuttgartGermany",72,2.2,3.6,
239,"CRAY-2s/8-128,                 Cray/HPE                NERSC/LLNLUnited States",8,2.17,3.9,
240,"Y-MP8/864,                 Cray/HPE                AWEUnited Kingdom",8,2.14,2.67,
241,"Y-MP8/864,                 Cray/HPE                AWEUnited Kingdom",8,2.14,2.67,
242,"Y-MP8E/8256,                 Cray/HPE                Arabian American Oil CompanySaudi Arabia",8,2.14,2.67,
243,"Y-MP8/8128,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",8,2.14,2.67,
244,"Y-MP8/8256,                 Cray/HPE                Cray ResearchUnited States",8,2.14,2.67,
245,"Y-MP8/8128,                 Cray/HPE                Cray ResearchUnited States",8,2.14,2.67,
246,"Y-MP8/864,                 Cray/HPE                DOE/Bettis Atomic Power LaboratoryUnited States",8,2.14,2.67,
247,"Y-MP8/864,                 Cray/HPE                DOE/Knolls Atomic Power LaboratoryUnited States",8,2.14,2.67,
248,"Y-MP8/8128,                 Cray/HPE                ERDC DSRCUnited States",8,2.14,2.67,
249,"Y-MP8/864,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",8,2.14,2.67,
250,"Y-MP8/864,                 Cray/HPE                Hong Kong Polytechnic UniversityHong Kong",8,2.14,2.67,
251,"Y-MP8/8128,                 Cray/HPE                Lawrence Livermore National LaboratoryUnited States",8,2.14,2.67,
252,"Y-MP8/864,                 Cray/HPE                Lawrence Livermore National LaboratoryUnited States",8,2.14,2.67,
253,"Y-MP8/8128,                 Cray/HPE                Leibniz RechenzentrumGermany",8,2.14,2.67,
254,"Y-MP8/8128,                 Cray/HPE                Los Alamos National LaboratoryUnited States",8,2.14,2.67,
255,"Y-MP8/864,                 Cray/HPE                Los Alamos National LaboratoryUnited States",8,2.14,2.67,
256,"Y-MP8/8256,                 Cray/HPE                NASA/Ames Research Center/NASUnited States",8,2.14,2.67,
257,"Y-MP8E/8256,                 Cray/HPE                NASA/Langley Research CenterUnited States",8,2.14,2.67,
258,"Y-MP8/8128,                 Cray/HPE                NASA/Lewis Research CenterUnited States",8,2.14,2.67,
259,"Y-MP8/864,                 Cray/HPE                NOAAUnited States",8,2.14,2.67,
260,"Y-MP8/832,                 Cray/HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",8,2.14,2.67,
261,"Y-MP8/8128,                 Cray/HPE                National Cancer InstituteUnited States",8,2.14,2.67,
262,"Y-MP8/864,                 Cray/HPE                National Center for Atmospheric Research (NCAR)United States",8,2.14,2.67,
263,"Y-MP8/8256,                 Cray/HPE                National Security AgencyUnited States",8,2.14,2.67,
264,"Y-MP8E/8128,                 Cray/HPE                Navy POPS Supercomputing FacilityUnited States",8,2.14,2.67,
265,"Y-MP8/864,                 Cray/HPE                Ohio Supercomputer CenterUnited States",8,2.14,2.67,
266,"Y-MP8I/8128,                 Cray/HPE                Rutherford Appleton LaboratoryUnited Kingdom",8,2.14,2.67,
267,"Y-MP8/864,                 Cray/HPE                Sandia National LaboratoriesUnited States",8,2.14,2.67,
268,"Y-MP8/8128,                 Cray/HPE                Tohoku University, Institute of Fluid ScienceJapan",8,2.14,2.67,
269,"Y-MP8/864,                 Cray/HPE                University of TexasUnited States",8,2.14,2.67,
270,"VPX240/10,                 Fujitsu                Centro de Supercomp. de GaliciaSpain",1,2.11,2.5,
271,"VPX240/10,                 Fujitsu                Fuji Denki KagakuJapan",1,2.11,2.5,
272,"VPX240/20,                 Fujitsu                FujitsuUnited States",1,2.11,2.5,
273,"VPX240/10,                 Fujitsu                High Performance Computing CenterCanada",1,2.11,2.5,
274,"VPX240/10,                 Fujitsu                IFP Energies nouvellesFrance",1,2.11,2.5,
275,"VPX240/10,                 Fujitsu                University of ManchesterUnited Kingdom",1,2.11,2.5,
276,"XP/S5,                 Intel                BoeingUnited States",66,2.06,3.3,
277,"XP/S5,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",66,2.06,3.3,
278,"XP/S5,                 Intel                Intel CADUnited States",66,2.06,3.3,
