Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"ASCI White, SP Power3 375 MHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",8192,7226.0,12288.0,
2,"SP Power3 375 MHz 16 way,                 IBM                DOE/SC/LBNL/NERSCUnited States",2528,2526.0,3792.0,
3,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9632,2379.0,3207.0,
4,"ASCI Blue-Pacific SST, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",5808,2144.0,3856.5,
5,"SR8000/MPP,                 Hitachi                University of TokyoJapan",1152,1709.1,2074.0,
6,"ASCI Blue Mountain,                 HPE                Los Alamos National LaboratoryUnited States",6144,1608.0,3072.0,
7,"SP Power3 375 MHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1336,1417.0,2004.0,
8,"SX-5/128M8 3.2ns,                 NEC                Osaka UniversityJapan",128,1192.0,1280.0,
9,"SP Power3 375 MHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1104,1179.0,1656.0,
10,"SP Power3 375 MHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1104,1179.0,1656.0,
11,"T3E1200,                 Cray/HPE                GovernmentUnited States",1900,1127.0,2280.0,
12,"SR8000-F1/112,                 Hitachi                Leibniz RechenzentrumGermany",112,1035.0,1344.0,
13,"SP Power3 375 MHz 8 way,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",1152,929.0,1728.0,
14,"SR8000-F1/100,                 Hitachi                High Energy Accelerator Research Organization /KEKJapan",100,917.0,1200.0,
15,"T3E1200,                 Cray/HPE                US Army HPC Research Center at NCSUnited States",1084,892.0,1300.8,
16,"VPP5000/100,                 Fujitsu                ECMWFUnited Kingdom",100,886.0,960.0,
17,"SR8000/128,                 Hitachi                University of TokyoJapan",128,873.0,1024.0,
18,"SP Power3 375 MHz 16 way,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",812,837.0,1218.0,
19,"T3E900,                 Cray/HPE                GovernmentUnited States",1324,815.0,1191.6,
20,"SP Power3 375 MHz,                 IBM                Charles SchwabUnited States",768,795.0,1152.0,
21,"SR8000-G1/64,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",64,790.7,921.6,
22,"SP Power3 375 MHz,                 IBM                North Carolina Supercomputing Center (NCSC)United States",720,741.0,1080.0,
23,"SP Power3 375 MHz,                 IBM                DOE/SC/Oak Ridge National LaboratoryUnited States",704,723.0,1056.0,
24,"SR8000-E1/80,                 Hitachi                Japan Meteorological AgencyJapan",80,691.3,768.0,
25,"ORIGIN 2000 250 MHz,                 HPE                Los Alamos National Laboratory/ACLUnited States",2048,690.9,1024.0,
26,"SP Power3 375 MHz,                 IBM                National Center for Atmospheric Research (NCAR)United States",668,688.0,1002.0,
27,"T3E900,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",1084,675.0,975.6,
28,"T3E1200,                 Cray/HPE                CSAR at the University of ManchesterUnited Kingdom",812,671.0,974.4,
29,"T3E1200,                 Cray/HPE                Deutscher WetterdienstGermany",812,671.0,974.4,
30,"Netfinity Cluster PIII 1 GHz - Myrinet,                 IBM                NCSAUnited States",1024,594.0,1024.0,
31,"SR8000-F1/60,                 Hitachi                University of Tokyo/Institute for Solid State PhysicsJapan",60,577.0,720.0,
32,"VPP5000/64,                 Fujitsu                Kyushu UniversityJapan",64,563.0,614.4,
33,"SP Power3 375 MHz,                 IBM                Air Force Research LaboratoryUnited States",528,553.0,792.0,
34,"T3E900,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",876,552.0,788.4,
35,"SCore III/PIII 933 MHz,                 Self-made                Real World Computing (RWCP)/Tsukuba Research CenterJapan",1024,547.9,955.4,
