Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9152,1338.0,1830.4,
2,"T3E1200,                 Cray/HPE                GovernmentUnited States",1080,891.0,1296.0,
3,"T3E900,                 Cray/HPE                GovernmentUnited States",1248,634.0,1123.2,
4,"T3E900,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",840,450.0,756.0,
5,"T3E,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",1024,448.6,614.4,
6,"CP-PACS/2048,                 Hitachi/Tsukuba                Center for Computational Sciences, University of TsukubaJapan",2048,368.2,614.4,
7,"T3E,                 Cray/HPE                Max-Planck-Gesellschaft MPI/IPPGermany",784,342.0,470.4,
8,"T3E900,                 Cray/HPE                DOE/SC/LBNL/NERSCUnited States",512,321.0,460.8,
9,"T3E900,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",512,321.0,460.8,
10,"T3E900,                 Cray/HPE                Universitaet StuttgartGermany",512,321.0,460.8,
11,"T3E900,                 Cray/HPE                Deutscher WetterdienstGermany",400,251.0,360.0,
12,"SX-4/128M4,                 NEC                Atmospheric Environment Service (AES)Canada",128,244.0,256.0,
13,"SX-4/128H4,                 NEC                Tohoku UniversityJapan",128,244.0,256.0,
14,"SR2201/1024,                 Hitachi                University of TokyoJapan",1024,232.4,307.2,
15,"Numerical Wind Tunnel,                 Fujitsu                National Aerospace Laboratory of JapanJapan",167,229.0,281.26,498
16,"T3E,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",512,222.0,307.2,
17,"T3E,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",512,222.0,307.2,
18,"T3E,                 Cray/HPE                Silicon GraphicsUnited States",512,222.0,307.2,
19,"VPP700/116,                 Fujitsu                ECMWFUnited Kingdom",116,213.0,255.2,
20,"T3E1200,                 Cray/HPE                GovernmentUnited States",256,211.8,307.2,
21,"T3E1200,                 Cray/HPE                US Army HPC Research Center at NCSUnited States",256,211.8,307.2,
22,"T3E900,                 Cray/HPE                ERDC DSRCUnited States",312,196.0,280.8,
