Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"SX-3/14,                 NEC                National Institute for Environmental StudiesJapan",1,5.0,5.5,
302,"SP2/27,                 IBM                Hill's Pet FoodUnited States",27,4.92,7.18,
303,"SP2/27,                 IBM                ISSC, UnisourceUnited States",27,4.92,7.18,
304,"POWER CHALLENGEarray,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",24,4.9,7.2,
305,"POWER CHALLENGEarray,                 HPE                University of OregonUnited States",24,4.9,7.2,
306,"9076-005 SP1,                 IBM                DOE/SC/Argonne National LaboratoryUnited States",128,4.8,16.0,
307,"SPP1000/XA-48,                 HPE                Tokyo UniversityJapan",48,4.8,9.6,
308,"SPP1000/XA-48,                 HPE                Universitaet ErlangenGermany",48,4.8,9.6,
309,"KSR2-80,                 Kendall Square Research                DOE/SC/Pacific Northwest National LaboratoryUnited States",80,4.77,6.4,
310,"SP2/26,                 IBM                John Alden InsuranceUnited States",26,4.74,6.92,
311,"SP2/26,                 IBM                Tohoku UniversityJapan",26,4.74,6.92,
312,"POWER CHALLENGEarray,                 HPE                Florida State UniversityUnited States",20,4.71,7.2,
313,"POWER CHALLENGEarray,                 HPE                University of QueenslandAustralia",20,4.71,7.2,
314,"Y-MP C98/6256,                 Cray/HPE                DaimlerChryslerUnited States",6,4.63,5.71,
315,"Y-MP C98/6256,                 Cray/HPE                General Electric - Aircraft EngUnited States",6,4.63,5.71,
316,"Y-MP C98/6256,                 Cray/HPE                NIST - US Department of CommerceUnited States",6,4.63,5.71,
317,"POWER CHALLENGE,                 HPE                Ford Motor CompanyUnited States",18,4.62,6.48,
318,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.62,6.48,
319,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.62,6.48,
320,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.62,6.48,
321,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.62,6.48,
322,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.62,6.48,
323,"POWER CHALLENGE,                 HPE                NASA/ Jet Propulsion LaboratoryUnited States",18,4.62,6.48,
324,"POWER CHALLENGE,                 HPE                Pemex GasMexico",18,4.62,6.48,
325,"POWER CHALLENGE,                 HPE                SandozUnited States",18,4.62,6.48,
326,"POWER CHALLENGE,                 HPE                TransquestUnited States",18,4.62,6.48,
327,"POWER CHALLENGE 10000,                 HPE                Saab Military AircraftSweden",16,4.53,6.24,
328,"POWER CHALLENGE 10000,                 HPE                University of AucklandNew Zealand",16,4.53,6.24,
329,"POWER CHALLENGE 10000,                 HPE                University of MichiganUnited States",16,4.53,6.24,
330,"XP/S10,                 Intel                Forschungszentrum Juelich (FZJ)Germany",144,4.45,7.2,
331,"XP/S10,                 Intel                Lockheed Advanced DevelopmentUnited States",144,4.45,7.2,
332,"XP/S10,                 Intel                Purdue UniversityUnited States",144,4.45,7.2,
333,"SP2/24,                 IBM                AdapcoUnited States",24,4.4,6.38,
334,"SP2/24,                 IBM                Brown UniversityUnited States",24,4.4,6.38,
335,"SP2/24,                 IBM                CSC (Center for Scientific Computing)Finland",24,4.4,6.38,
336,"SP2/24,                 IBM                Credit SuisseSwitzerland",24,4.4,6.38,
337,"SP2/24,                 IBM                DKFZGermany",24,4.4,6.38,
338,"SP2/24,                 IBM                La CaixaSpain",24,4.4,6.38,
339,"SP2/24,                 IBM                National Institute for Environmental StudiesJapan",24,4.4,6.38,
340,"SP2/24,                 IBM                University of PennsylvaniaUnited States",24,4.4,6.38,
341,"T94/3128,                 Cray/HPE                Automotive Manufacturer (A)Japan",3,4.39,5.4,
342,"T94/3128,                 Cray/HPE                DaimlerChryslerUnited States",3,4.39,5.4,
343,"T94/3128,                 Cray/HPE                debis SystemhausGermany",3,4.39,5.4,
344,"Y-MP J932/24-8192,                 Cray/HPE                Hiroshima University - IPCJapan",24,4.35,4.8,
345,"Y-MP J932/24-8192,                 Cray/HPE                Los Alamos National LaboratoryUnited States",24,4.35,4.8,
346,"XP/S10,                 Intel                Hong Kong University of Science and TechnologyHong Kong",140,4.33,7.0,
347,"XP/S10,                 Intel                Intel SSD Development CentersUnited States",140,4.33,7.0,
348,"XP/S10,                 Intel                National Security AgencyUnited States",140,4.33,7.0,
349,"POWER CHALLENGE,                 HPE                AMOCOUnited States",16,4.32,5.76,
350,"POWER CHALLENGE,                 HPE                Daewoo MotorsSouth Korea",16,4.32,5.76,
351,"POWER CHALLENGE,                 HPE                Decision Science Appl.United States",16,4.32,5.76,
352,"POWER CHALLENGE,                 HPE                FordAustralia",16,4.32,5.76,
353,"POWER CHALLENGE,                 HPE                George Washington UniversityUnited States",16,4.32,5.76,
354,"POWER CHALLENGE,                 HPE                George Washington UniversityUnited States",16,4.32,5.76,
355,"POWER CHALLENGE,                 HPE                GovernmentUnited States",16,4.32,5.76,
356,"POWER CHALLENGE,                 HPE                GovernmentUnited States",16,4.32,5.76,
357,"POWER CHALLENGE,                 HPE                GovernmentUnited States",16,4.32,5.76,
358,"POWER CHALLENGE,                 HPE                Hong Kong University of Science and TechnologyHong Kong",16,4.32,5.76,
359,"POWER CHALLENGE,                 HPE                Marathon Oil CompanyUnited States",16,4.32,5.76,
360,"POWER CHALLENGE,                 HPE                Mississippi State UniversityUnited States",16,4.32,5.76,
361,"POWER CHALLENGE,                 HPE                Ohio Supercomputer CenterUnited States",16,4.32,5.76,
362,"POWER CHALLENGE,                 HPE                Saab Military AircraftSweden",16,4.32,5.76,
363,"POWER CHALLENGE,                 HPE                SikorskyUnited States",16,4.32,5.76,
364,"POWER CHALLENGE,                 HPE                Universitaet MagdeburgGermany",16,4.32,5.76,
365,"POWER CHALLENGE,                 HPE                University of IowaUnited States",16,4.32,5.76,
366,"POWER CHALLENGE,                 HPE                VastarUnited States",16,4.32,5.76,
367,"POWER CHALLENGE,                 HPE                Westinghouse ElectricUnited States",16,4.32,5.76,
368,"SX-4/2C,                 NEC                BullFrance",2,4.3,4.0,
369,"SX-4/2C,                 NEC                Houston Area Research CenterUnited States",2,4.3,4.0,
370,"SX-4/2C,                 NEC                Japan Atomic Energy Research InstituteJapan",2,4.3,4.0,
371,"SX-4/2C,                 NEC                Japan Atomic Energy Research InstituteJapan",2,4.3,4.0,
372,"SX-4/2C,                 NEC                Japan Atomic Energy Research InstituteJapan",2,4.3,4.0,
373,"SX-4/2C,                 NEC                Kajima CorporationJapan",2,4.3,4.0,
374,"SX-4/2C,                 NEC                Mitsubishi Heavy IndustriesJapan",2,4.3,4.0,
375,"SX-4/2C,                 NEC                Nissan MotorJapan",2,4.3,4.0,
376,"SX-4/2C,                 NEC                Osaka University - Institute Laser EngJapan",2,4.3,4.0,
377,"SX-4/2C,                 NEC                Sumitomo Rubber IndustriesJapan",2,4.3,4.0,
378,"SX-4/2C,                 NEC                Yamaguchi UniversityJapan",2,4.3,4.0,
379,"SP2/23,                 IBM                University of SouthamptonUnited Kingdom",23,4.22,6.12,
380,"SP2 77 MHz wide,                 IBM                Telecom Denmark (Danadata)Denmark",18,4.15,5.54,
381,"SP2 77 MHz wide,                 IBM                Telecom Denmark (Danadata)Denmark",18,4.15,5.54,
382,"POWER CHALLENGE,                 HPE                BASFGermany",18,4.14,5.4,
383,"POWER CHALLENGE,                 HPE                BMW AGGermany",18,4.14,5.4,
384,"POWER CHALLENGE,                 HPE                General MotorsUnited States",18,4.14,5.4,
385,"POWER CHALLENGE,                 HPE                GovernmentUnited States",18,4.14,5.4,
386,"POWER CHALLENGE,                 HPE                Naval Research Laboratory (NRL)United States",18,4.14,5.4,
387,"POWER CHALLENGE,                 HPE                Universidad Autonoma MetropolitanaMexico",18,4.14,5.4,
388,"POWER CHALLENGE,                 HPE                Vertex PharmaceuticalsUnited States",18,4.14,5.4,
389,"SP2/22,                 IBM                AerospaceFrance",22,4.05,5.85,
390,"SP2/22,                 IBM                Colgate-PalmoliveUnited States",22,4.05,5.85,
