Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
101,"CM-2/64k,                 Thinking Machines Corporation                SRCUnited States",2048,5.2,14.0,
102,"CM-200/32k,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",1024,5.0,10.0,
103,"CM-200/32k,                 Thinking Machines Corporation                Western GeophysicalUnited States",1024,5.0,10.0,
104,"SX-3/14,                 NEC                IBM Japan Ltd.Japan",1,5.0,5.5,
105,"SX-3/22,                 NEC                NEC Systems Laboratories Inc.United States",2,5.0,5.5,
106,"SX-3/22,                 NEC                National Aerospace Laboratory (NLR)Netherlands",2,5.0,5.5,
107,"SX-3/14,                 NEC                National Institute for Environmental StudiesJapan",1,5.0,5.5,
108,"9076-005 SP1,                 IBM                DOE/SC/Argonne National LaboratoryUnited States",128,4.8,16.0,
109,"9076-004 SP1,                 IBM                Cornell Theory CenterUnited States",64,4.8,8.0,
110,"VPP500/4,                 Fujitsu/SNI                Universitaet Aachen/RWTHGermany",4,4.8,6.4,
111,"KSR2-80,                 Kendall Square Research                DOE/SC/Pacific Northwest National LaboratoryUnited States",80,4.77,6.4,
112,"Y-MP C98/6256,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",6,4.63,5.71,
113,"XP/S10,                 Intel                Forschungszentrum Juelich (FZJ)Germany",144,4.45,7.2,
114,"XP/S10,                 Intel                Purdue UniversityUnited States",144,4.45,7.2,
115,"XP/S10,                 Intel                Intel SSD Development CentersUnited States",140,4.33,7.0,
116,"XP/S10,                 Intel                National Security AgencyUnited States",140,4.33,7.0,
117,"XP/S10,                 Intel                Intel SSD Development CentersUnited States",140,4.1,7.0,
118,"XP/S10,                 Intel                National Security AgencyUnited States",140,4.1,7.0,
119,"VP2600/10,                 Fujitsu                Fuji HeavyJapan",1,4.0,5.0,
120,"VP2600/10,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",1,4.0,5.0,
121,"VP2600/10,                 Fujitsu                Japan Atomic Energy Research InstituteJapan",1,4.0,5.0,
122,"VP2600/20,                 Fujitsu                Kyoto UniversityJapan",1,4.0,5.0,
123,"VP2600/10,                 Fujitsu                Kyushu UniversityJapan",1,4.0,5.0,
124,"VP2600/10,                 Fujitsu                Nagoya UniversityJapan",1,4.0,5.0,
125,"VP2600/10,                 Fujitsu                National Aerospace Laboratory of JapanJapan",1,4.0,5.0,
126,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
127,"VP2600/10,                 Fujitsu                Reactor & Nuclear Fuel DevelopmentJapan",1,4.0,5.0,
128,"VP2600/10,                 Fujitsu                Taisei ConstructionJapan",1,4.0,5.0,
129,"S600/20,                 Fujitsu/SNI                Universitaet Aachen/RWTHGermany",1,4.0,5.0,
130,"S600/20,                 Fujitsu/SNI                Universitaet KarlsruheGermany",1,4.0,5.0,
131,"Y-MP C98/5256,                 Cray/HPE                Electricite de FranceFrance",5,3.95,4.76,
132,"CM-5/64,                 Thinking Machines Corporation                AMOCOUnited States",64,3.8,8.19,
133,"CM-5/64,                 Thinking Machines Corporation                ATRJapan",64,3.8,8.19,
134,"CM-5/64,                 Thinking Machines Corporation                Boston UniversityUnited States",64,3.8,8.19,
135,"CM-5/64,                 Thinking Machines Corporation                EPSUnited States",64,3.8,8.19,
136,"CM-5/64,                 Thinking Machines Corporation                GMDGermany",64,3.8,8.19,
137,"CM-5/64,                 Thinking Machines Corporation                Japan Adv. Inst. of Science and Technology (JAIST)Japan",64,3.8,8.19,
138,"CM-5/64,                 Thinking Machines Corporation                Oregon State UniversityUnited States",64,3.8,8.19,
139,"CM-5/64,                 Thinking Machines Corporation                Real World Computing (RWCP)Japan",64,3.8,8.19,
140,"CM-5/64,                 Thinking Machines Corporation                University of WisconsinUnited States",64,3.8,8.19,
141,"S400/40,                 Fujitsu/SNI                Technische Universitaet DarmstadtGermany",2,3.62,5.0,
142,"S400/40,                 Fujitsu/SNI                Universitaet Hannover / RRZNGermany",2,3.62,5.0,
143,"XP/S8,                 Intel                National Security AgencyUnited States",110,3.43,5.5,
144,"XP/S8,                 Intel                National Security AgencyUnited States",110,3.43,5.5,
145,"KSR1-256,                 Kendall Square Research                US Army Research Laboratory (ARL)United States",256,3.38,10.24,
146,"KSR1-128,                 Kendall Square Research                Cornell Theory CenterUnited States",128,3.38,5.12,
147,"Y-MP C94A/4128,                 Cray/HPE                Instituto Nacional de MeteorologiaSpain",4,3.27,3.81,
148,"Y-MP C98/4256,                 Cray/HPE                Meteo FranceFrance",4,3.27,3.81,
149,"Y-MP C98/4256,                 Cray/HPE                SARA (Stichting Academisch Rekencentrum)Netherlands",4,3.27,3.81,
150,"Y-MP C94/41024,                 Cray/HPE                Universitaet StuttgartGermany",4,3.27,3.81,
151,"Y-MP C94/4256,                 Cray/HPE                debis SystemhausGermany",4,3.27,3.81,
152,"SX-3/12R,                 NEC                INPE (National Institute for Space Research)Brazil",1,2.9,3.2,
153,"SX-3/12R,                 NEC                NEC Scientific Information Systems Dev. (NSIS)Japan",1,2.9,3.2,
154,"SX-3/21R,                 NEC                Obayashi CorporationJapan",2,2.9,3.2,
155,"CM-2/32k,                 Thinking Machines Corporation                AMKGermany",1024,2.6,7.0,
156,"CM-2/32k,                 Thinking Machines Corporation                Columbia Law SchoolUnited States",1024,2.6,7.0,
157,"iPSC/860,                 Intel                Alliant Techsystems Inc.United States",128,2.6,5.12,
158,"iPSC/860,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",128,2.6,5.12,
159,"iPSC/860,                 Intel                Grant TensorUnited Kingdom",128,2.6,5.12,
160,"iPSC/860,                 Intel                Grant TensorUnited States",128,2.6,5.12,
161,"iPSC/860,                 Intel                Grant TensorUnited States",128,2.6,5.12,
162,"iPSC/860,                 Intel                HoneywellUnited States",128,2.6,5.12,
163,"iPSC/860,                 Intel                Lockheed Advanced DevelopmentUnited States",128,2.6,5.12,
164,"iPSC/860,                 Intel                NASA/Ames Research Center/NASUnited States",128,2.6,5.12,
165,"iPSC/860,                 Intel                NIH (National Institutes of Health)United States",128,2.6,5.12,
166,"iPSC/860,                 Intel                ONERAFrance",128,2.6,5.12,
167,"KSR1-96,                 Kendall Square Research                Florida State UniversityUnited States",96,2.54,3.84,
168,"KSR1-96,                 Kendall Square Research                University of CincinnatiUnited States",96,2.54,3.84,
169,"Y-MP C94/3256,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",3,2.49,2.86,
170,"CM-200/16k,                 Thinking Machines Corporation                INRIA - Sophia AntipolisFrance",512,2.4,5.0,
171,"CM-200/16k,                 Thinking Machines Corporation                Naval Research Laboratory (NRL)United States",512,2.4,5.0,
172,"CM-200/16k,                 Thinking Machines Corporation                University of EdinburghUnited Kingdom",512,2.4,5.0,
173,"9076-003 SP1,                 IBM                Pennsylvania State UniversityUnited States",32,2.4,4.0,
174,"XP/S5,                 Intel                US Naval Air Warfare Center (NAWC)United States",72,2.25,3.6,
175,"XP/S5,                 Intel                Universitaet StuttgartGermany",72,2.25,3.6,
176,"XP/S5,                 Intel                ONERAFrance",71,2.21,3.55,
177,"XP/S5,                 Intel                US Naval Air Warfare Center (NAWC)United States",72,2.2,3.6,
178,"XP/S5,                 Intel                Universitaet StuttgartGermany",72,2.2,3.6,
179,"CRAY-2s/8-128,                 Cray/HPE                NERSC/LLNLUnited States",8,2.17,3.9,
180,"Y-MP8/864,                 Cray/HPE                AWEUnited Kingdom",8,2.14,2.67,
181,"Y-MP8/864,                 Cray/HPE                AWEUnited Kingdom",8,2.14,2.67,
182,"Y-MP8E/8256,                 Cray/HPE                Arabian American Oil CompanySaudi Arabia",8,2.14,2.67,
183,"Y-MP8/8128,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",8,2.14,2.67,
