Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
401,"eServer Opteron 2.0 GHZ, Gig-E,                 IBM                GovernmentUnited States",480,987.1,1920.0,
402,"eServer Opteron 2.0 GHZ, Gig-E,                 IBM                FinanzITGermany",432,987.1,1728.0,
403,"eServer Opteron 2.0 GHZ, Gig-E,                 IBM                GovernmentFrance",432,987.1,1728.0,
404,"SX-6/128M16,                 NEC                NEC Fuchu PlantJapan",128,982.0,1024.0,
405,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                BMW AGGermany",192,971.2,1152.0,
406,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                BMW AGGermany",192,971.2,1152.0,
407,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                BMW AGGermany",192,971.2,1152.0,
408,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                EricssonSweden",192,971.2,1152.0,
409,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                HumantelPortugal",192,971.2,1152.0,
410,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                METCASH Trading Ltd.United Kingdom",192,971.2,1152.0,
411,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                METCASH Trading Ltd.United Kingdom",192,971.2,1152.0,
412,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Saxony Developments LtdChina",192,971.2,1152.0,
413,"Cluster Platform 3000 DL360G3 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (B)United States",256,971.0,1566.7,
414,"Cluster Platform 3000 DL140 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (B)United States",256,971.0,1566.7,
415,"Cluster Platform 3000 DL140 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (B)United States",256,971.0,1566.7,
416,"Cluster Platform 3000 DL140 Xeon 3.06 GHz, Myrinet,                 HPE                Digital Media Company (B)United States",256,971.0,1566.7,
417,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Atos OriginNetherlands",192,969.1,1152.0,
418,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Avinia Com. LtdSouth Africa",192,969.1,1152.0,
419,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                HP Financial ServicesNetherlands",192,969.1,1152.0,
420,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Itochu Techno-Science Corp.Japan",192,969.1,1152.0,
421,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Jeis Tokyo ShitenJapan",192,969.1,1152.0,
422,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                KBR/ HalliburtonUnited States",192,969.1,1152.0,
423,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Nihon SynopsisJapan",192,969.1,1152.0,
424,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Trading CompanySwitzerland",192,969.1,1152.0,
425,"Integrity Superdome, 1.5 GHz, HPlex,                 HPE                Voicestream WirelessUnited States",192,969.1,1152.0,
426,"eServer pSeries 655 (1.7 GHz Power4+, GigE),                 IBM                State FarmUnited States",320,962.35,2176.0,
427,"BladeCenter HS20 Xeon 3.06 GHz, Gig-Ethernet,                 IBM                COLSAUnited States",256,961.28,1566.72,
428,"xSeries Xeon 3.06 GHz - Gig-E,                 IBM                Geoscience (C)India",256,961.28,1566.72,
429,"SuperDome 875 MHz/HyperPlex,                 HPE                HitachiJapan",480,960.3,1680.0,
