Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
401,"Challenge,                 HPE                SGIUnited States",28,1.15,2.1,
402,"Challenge,                 HPE                SGIUnited States",28,1.15,2.1,
403,"Y-MP M94/4512,                 Cray/HPE                Ecole Polytechnique Federale de LausanneSwitzerland",4,1.11,1.33,
404,"Y-MP M94/4512,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",4,1.11,1.33,
405,"Y-MP M98/41024,                 Cray/HPE                University of Alaska - Arctic Region Supercomputing CenterUnited States",4,1.11,1.33,
406,"9076-002 SP1,                 IBM                CSC (Center for Scientific Computing)Finland",14,1.05,1.75,
407,"VPX220/10,                 Fujitsu                Geco-PraklaUnited States",1,1.04,1.25,
408,"VPX220/10,                 Fujitsu                Institute of Space & Astronautical Science (ISAS)Japan",1,1.04,1.25,
409,"VPX220/10,                 Fujitsu                Keio Daigaku UniversityJapan",1,1.04,1.25,
410,"S200/10,                 Fujitsu/SNI                ScheringGermany",1,1.04,1.25,
411,"S200/20,                 Fujitsu/SNI                SiemensGermany",1,1.04,1.25,
412,"GC PowerPlus/32,                 Parsytec                ZIAM (Center for Industrial Appl. of MPPs)Germany",32,1.01,2.56,
413,"Challenge,                 HPE                Silicon GraphicsSwitzerland",24,1.01,1.8,
414,"CM-5/16,                 Thinking Machines Corporation                Aizu UniverityJapan",16,0.98,2.05,
415,"CM-5/16,                 Thinking Machines Corporation                GovernmentUnited States",16,0.98,2.05,
416,"CM-5/16,                 Thinking Machines Corporation                Kyushu UniversityJapan",16,0.98,2.05,
417,"CM-5/16,                 Thinking Machines Corporation                LorenzianUnited States",16,0.98,2.05,
418,"CM-5/16,                 Thinking Machines Corporation                NCSAUnited States",16,0.98,2.05,
419,"CM-5/16,                 Thinking Machines Corporation                Pittsburgh Supercomputing CenterUnited States",16,0.98,2.05,
420,"CM-5/16,                 Thinking Machines Corporation                RUG (Rijksuniversiteit Groningen)Netherlands",16,0.98,2.05,
421,"CM-5/16,                 Thinking Machines Corporation                Thinking MachinesUnited States",16,0.98,2.05,
422,"CM-5/16,                 Thinking Machines Corporation                West Virginia UniversityUnited States",16,0.98,2.05,
423,"CM-2/12k,                 Thinking Machines Corporation                ICFDJapan",384,0.97,2.62,
424,"CS/i860/42,                 Meiko                Ensign GeophysicsUnited Kingdom",42,0.97,1.68,
425,"GCel 3/1024,                 Parsytec                Universitaet Koeln/DLRGermany",1024,0.97,1.54,
426,"GCel 3/1024,                 Parsytec                Universitaet Paderborn - PC2Germany",1024,0.97,1.54,
427,"nCube2,                 nCube                Earth Resource Lab & MITUnited States",512,0.96,1.2,
428,"nCube2,                 nCube                Mitsubishi Electric CorporationJapan",512,0.96,1.2,
429,"nCube2,                 nCube                RockwellUnited States",512,0.96,1.2,
430,"SPP1000/XA-64,                 HPE                Josef Stefan InstitutSlovenia",64,0.95,12.8,
