Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
201,"ORIGIN 2000,                 HPE                Kyoto UniversityJapan",128,40.25,49.92,
202,"ORIGIN 2000,                 HPE                Naval Oceanographic Office - NAVO DSRCUnited States",128,40.25,49.92,
203,"Onyx2,                 HPE                SGIUnited States",128,40.25,49.92,
204,"ORIGIN 2000,                 HPE                US Army Space and Missile Defense CommandUnited States",128,40.25,49.92,
205,"ORIGIN 2000,                 HPE                University of BergenNorway",128,40.25,49.92,
206,"ORIGIN 2000,                 HPE                University of Minnesota/Supercomputing InstituteUnited States",128,40.25,49.92,
207,"ORIGIN 2000,                 HPE                University of TokyoJapan",128,40.25,49.92,
208,"ORIGIN 2000,                 HPE                University of TokyoJapan",128,40.25,49.92,
209,"ORIGIN 2000,                 HPE                Vertex PharmaceuticalsUnited States",128,40.25,49.92,
210,"T932/261024,                 Cray/HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",26,40.25,46.8,
211,"T932/261024,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",26,40.25,46.8,
212,"SP Power3 200 MHz,                 IBM                Aetna Life InsuranceUnited States",64,39.9,51.2,
213,"SP PC604e 332 MHz,                 IBM                Deutsche Telekom AGGermany",124,39.43,82.33,
214,"SP PC604e 332 MHz,                 IBM                Dickens/FMUnited States",124,39.43,82.33,
215,"SP2/224,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",224,39.03,59.58,
216,"T3E900,                 Cray/HPE                GovernmentUnited States",60,38.9,54.0,
217,"ORIGIN 2000 250 MHz,                 HPE                HoneywellUnited States",96,38.84,48.0,
218,"ORIGIN 2000 250 MHz,                 HPE                Lockheed Martin Energy Systems/ORNL Y-12United States",96,38.84,48.0,
219,"ORIGIN 2000 250 MHz,                 HPE                SGIUnited States",96,38.84,48.0,
220,"SX-4/20,                 NEC                Japan Marine Science and TechnologyJapan",20,38.7,40.0,
