Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"ASCI White, SP Power3 375 MHz,                 IBM                Lawrence Livermore National LaboratoryUnited States",8192,7226.0,12288.0,
2,"AlphaServer SC45, 1 GHz,                 HPE                Pittsburgh Supercomputing CenterUnited States",3024,4059.0,6048.0,
3,"SP Power3 375 MHz 16 way,                 IBM                DOE/SC/LBNL/NERSCUnited States",3328,3052.0,4992.0,
4,"ASCI Red,                 Intel                Sandia National LaboratoriesUnited States",9632,2379.0,3207.0,
5,"ASCI Blue-Pacific SST, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",5808,2144.0,3856.5,
6,"AlphaServer SC45, 1 GHz,                 HPE                Los Alamos National LaboratoryUnited States",1536,2096.0,3072.0,
7,"SR8000/MPP,                 Hitachi                University of TokyoJapan",1152,1709.1,2074.0,
8,"ASCI Blue Mountain,                 HPE                Los Alamos National LaboratoryUnited States",6144,1608.0,3072.0,
9,"SP Power3 375 MHz,                 IBM                Naval Oceanographic Office - NAVO DSRCUnited States",1336,1417.0,2004.0,
10,"SP Power3 375 MHz 16 way,                 IBM                Deutscher WetterdienstGermany",1280,1293.0,1920.0,
11,"SP Power3 375 MHz 16 way,                 IBM                National Center for Atmospheric Research (NCAR)United States",1260,1272.0,1890.0,
12,"SX-5/128M8 3.2ns,                 NEC                Osaka UniversityJapan",128,1192.0,1280.0,
13,"SP Power3 375 MHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1104,1179.0,1656.0,
14,"SP Power3 375 MHz,                 IBM                NOAA R&D/ National Centers for Environmental PredictionUnited States",1104,1179.0,1656.0,
15,"T3E1200,                 Cray/HPE                GovernmentUnited States",1900,1127.0,2280.0,
16,"SP Power3 375 MHz 16 way,                 IBM                Lawrence Livermore National LaboratoryUnited States",1088,1100.0,1632.0,
17,"SR8000-F1/112,                 Hitachi                Leibniz RechenzentrumGermany",112,1035.0,1344.0,
18,"SP Power3 375 MHz 8 way,                 IBM                UCSD/San Diego Supercomputer CenterUnited States",1152,929.0,1728.0,
19,"SR8000-F1/100,                 Hitachi                High Energy Accelerator Research Organization /KEKJapan",100,917.0,1200.0,
20,"T3E1200,                 Cray/HPE                US Army HPC Research Center at NCSUnited States",1084,892.0,1300.8,
21,"VPP5000/100,                 Fujitsu                ECMWFUnited Kingdom",100,886.0,960.0,
22,"SR8000/128,                 Hitachi                University of TokyoJapan",128,873.0,1024.0,
23,"SP Power3 375 MHz 16 way,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",812,837.0,1218.0,
24,"T3E900,                 Cray/HPE                GovernmentUnited States",1324,815.0,1191.6,
25,"SP Power3 375 MHz,                 IBM                Charles SchwabUnited States",768,795.0,1152.0,
26,"SR8000-G1/64,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",64,790.7,921.6,
27,"SP Power3 375 MHz,                 IBM                North Carolina Supercomputing Center (NCSC)United States",720,741.0,1080.0,
28,"VPP5000/80,                 Fujitsu                University of TsukubaJapan",80,730.0,768.0,
29,"SP Power3 375 MHz,                 IBM                DOE/SC/Oak Ridge National LaboratoryUnited States",704,723.0,1056.0,
30,"CPlant/Ross Cluster,                 Self-made                Sandia National LaboratoriesUnited States",1369,706.7,1275.9,
31,"AlphaServer SC45, 1 GHz,                 HPE                National Computational Infrastructure (NCI Australia)Australia",480,706.0,960.0,
32,"SR8000-E1/80,                 Hitachi                Japan Meteorological AgencyJapan",80,691.3,768.0,
33,"ORIGIN 2000 250 MHz,                 HPE                Los Alamos National Laboratory/ACLUnited States",2048,690.9,1024.0,
34,"Titan Cluster Itanium 800 MHz,                 IBM                NCSAUnited States",320,677.9,1024.0,
35,"T3E900,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",1084,675.0,975.6,
36,"T3E1200,                 Cray/HPE                CSAR at the University of ManchesterUnited Kingdom",812,671.0,974.4,
37,"T3E1200,                 Cray/HPE                Deutscher WetterdienstGermany",812,671.0,974.4,
38,"T3E1200,                 Cray/HPE                ERDC DSRCUnited States",812,671.0,974.4,
39,"Magi Cluster PIII 933 MHz,                 NEC                CBRC - Tsukuba Advanced Computing Center - TACC/AISTJapan",1040,654.0,970.0,
40,"SCore IIIe/PIII 933 MHz,                 Self-made                Real World Computing (RWCP)/Tsukuba Research CenterJapan",1024,618.3,955.4,
41,"Netfinity Cluster PIII 1 GHz - Myrinet,                 IBM                NCSAUnited States",1024,594.0,1024.0,
42,"SR8000-F1/60,                 Hitachi                University of Tokyo/Institute for Solid State PhysicsJapan",60,577.0,720.0,
43,"VPP5000/64,                 Fujitsu                Kyushu UniversityJapan",64,563.0,614.4,
44,"SP Power3 375 MHz,                 IBM                Air Force Research LaboratoryUnited States",528,553.0,792.0,
45,"T3E900,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",876,552.0,788.4,
46,"SP Power3 375 MHz,                 IBM                State FarmUnited States",520,546.0,780.0,
47,"SP Power3 375 MHz 16 way,                 IBM                Saudi AramcoSaudi Arabia",512,546.0,768.0,
48,"SP Power3 375 MHz 16 way,                 IBM                US Army Research Laboratory (ARL)United States",512,546.0,768.0,
49,"SP Power3 375 MHz,                 IBM                Pharmaceutical CompanyGermany",510,536.0,765.0,
50,"SP Power3 375 MHz,                 IBM                Indiana UniversityUnited States",508,534.0,762.0,
51,"T3E1200,                 Cray/HPE                United Kingdom Meteorological OfficeUnited Kingdom",636,526.0,763.2,
52,"T3E,                 Cray/HPE                NASA/Goddard Space Flight CenterUnited States",1356,525.0,813.6,
53,"SP Power3 375 MHz,                 IBM                State FarmUnited States",488,512.0,732.0,
54,"AlphaServer SC ES40/EV67,                 HPE                Hewlett-PackardUnited States",512,507.6,682.66,
55,"AlphaServer SC ES40/EV67,                 HPE                Lawrence Livermore National LaboratoryUnited States",512,507.6,682.66,
56,"SP Power3 375 MHz,                 IBM                Centre Informatique National (CINES)France",472,494.0,708.0,
57,"VPP5000/56,                 Fujitsu                Nagoya UniversityJapan",56,492.0,537.6,
58,"VPP800/63,                 Fujitsu                Kyoto UniversityJapan",63,482.0,504.0,
59,"SP Power3 375 MHz 16 way,                 IBM                Lawrence Livermore National LaboratoryUnited States",448,480.0,672.0,
60,"ASCI Blue-Pacific CTR, IBM SP 604e,                 IBM                Lawrence Livermore National LaboratoryUnited States",1344,468.2,892.4,
61,"SR8000/64,                 Hitachi                Tsukuba Advanced Computing Center - TACC/AISTJapan",64,449.0,512.0,
62,"T3E1200,                 Cray/HPE                Cray Inc.United States",540,447.0,648.0,
63,"T3E1200,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",540,447.0,648.0,
64,"T3E1200,                 Cray/HPE                GovernmentUnited States",540,447.0,648.0,
65,"T3E1200,                 Cray/HPE                GovernmentUnited States",540,447.0,648.0,
66,"T3E1200,                 Cray/HPE                GovernmentUnited States",540,447.0,648.0,
67,"T3E900,                 Cray/HPE                DOE/SC/LBNL/NERSCUnited States",692,444.0,622.8,
68,"ACL-580,                 HPTi                Forecast Systems Laboratory - NOAAUnited States",580,442.7,841.0,
69,"SP Power3 375 MHz,                 IBM                Financial InstitutionHong Kong",424,441.0,636.0,
70,"HPC 4500 400 MHz Cluster,                 Oracle                DefenseSweden",896,420.44,716.8,
71,"HPC 4500 400 MHz Cluster,                 Oracle                Service ProviderUnited States",896,420.44,716.8,
72,"HPC 4500 400 MHz Cluster,                 Oracle                Service ProviderUnited States",896,420.44,716.8,
73,"HPC 4500 400 MHz Cluster,                 Oracle                SunUnited States",896,420.44,716.8,
74,"ORIGIN 3000 500 MHz,                 HPE                Fleet Numerical Meteorology and Oceanography CenterUnited States",512,405.6,512.0,
75,"ORIGIN 3000 500 MHz,                 HPE                Japan Atomic Energy Research InstituteJapan",512,405.6,512.0,
76,"ORIGIN 3000 500 MHz,                 HPE                SARA (Stichting Academisch Rekencentrum)Netherlands",512,405.6,512.0,
77,"ORIGIN 3000 500 MHz,                 HPE                SARA (Stichting Academisch Rekencentrum)Netherlands",512,405.6,512.0,
78,"SP Power3 375 MHz,                 IBM                IBM Thomas J. Watson Research CenterUnited States",360,371.0,540.0,
79,"CP-PACS/2048,                 Hitachi/Tsukuba                Center for Computational Sciences, University of TsukubaJapan",2048,368.2,614.4,
80,"T3E,                 Cray/HPE                Max-Planck-Gesellschaft MPI/IPPGermany",812,355.0,487.2,
81,"AlphaServer SC40, 833 MHz,                 HPE                ERDC DSRCUnited States",256,344.1,426.5,
82,"AlphaServer SC40, 833 MHz,                 HPE                Japan Marine Science and TechnologyJapan",256,344.1,426.5,
83,"AlphaServer SC40, 833 MHz,                 HPE                Los Alamos National LaboratoryUnited States",256,344.1,426.5,
84,"T3E900,                 Cray/HPE                HWW/Universitaet StuttgartGermany",540,341.0,486.0,
85,"T3E900,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",540,341.0,486.0,
86,"Presto III Athlon 1.2 GHz,                 Self-made                GSIC Center, Tokyo Institute of TechnologyJapan",256,331.7,614.4,
87,"SP Power3 375 MHz,                 IBM                University of Minnesota/Supercomputing InstituteUnited States",322,330.0,483.0,
88,"SP Power3 375 MHz,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",320,327.0,480.0,
