Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"SP2/16,                 IBM                IBMUnited States",16,3.0,4.26,
302,"SP2/16,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",16,3.0,4.26,
303,"SP2/16,                 IBM                Princeton UniversityUnited States",16,3.0,4.26,
304,"SP2/16,                 IBM                Science and Technology Facilities Council - Daresbury LaboratoryUnited Kingdom",16,3.0,4.26,
305,"SP2/16,                 IBM                Technische Universitaet CottbusGermany",16,3.0,4.26,
306,"SP2/16,                 IBM                Universite Catholique de LouvainBelgium",16,3.0,4.26,
307,"SP2/16,                 IBM                University of MarylandUnited States",16,3.0,4.26,
308,"SP2/16,                 IBM                University of OsloNorway",16,3.0,4.26,
309,"SP2/16,                 IBM                University of SherbrookeCanada",16,3.0,4.26,
310,"SP2/16,                 IBM                University of SouthamptonUnited Kingdom",16,3.0,4.26,
311,"SP2/16,                 IBM                University of Southern CaliforniaUnited States",16,3.0,4.26,
312,"SP2/16,                 IBM                University of WisconsinUnited States",16,3.0,4.26,
313,"SP2/16,                 IBM                University of ZuerichSwitzerland",16,3.0,4.26,
314,"SX-3/12R,                 NEC                INPE (National Institute for Space Research)Brazil",1,2.9,3.2,
315,"SX-3/12R,                 NEC                NEC Scientific Information Systems Dev. (NSIS)Japan",1,2.9,3.2,
316,"SX-3/21R,                 NEC                Obayashi CorporationJapan",2,2.9,3.2,
317,"POWER CHALLENGE,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",12,2.87,3.6,
318,"POWER CHALLENGE,                 HPE                DOE/SC/Pacific Northwest National LaboratoryUnited States",12,2.87,3.6,
319,"POWER CHALLENGE,                 HPE                DaimlerChryslerUnited States",12,2.87,3.6,
320,"POWER CHALLENGE,                 HPE                General MotorsUnited States",12,2.87,3.6,
321,"POWER CHALLENGE,                 HPE                Jackson State UniversityUnited States",12,2.87,3.6,
322,"POWER CHALLENGE,                 HPE                Lawrence Livermore National LaboratoryUnited States",12,2.87,3.6,
323,"POWER Onyx,                 HPE                SGIUnited States",12,2.87,3.6,
324,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
325,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
326,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
327,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
328,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
329,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
330,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
331,"POWER CHALLENGE,                 HPE                US Army Research Laboratory (ARL)United States",12,2.87,3.6,
332,"POWER CHALLENGE,                 HPE                University of Minnesota/Supercomputing InstituteUnited States",12,2.87,3.6,
333,"POWER CHALLENGE,                 HPE                VolvoSweden",12,2.87,3.6,
334,"SP2/15,                 IBM                University of GenevaSwitzerland",15,2.81,3.99,
335,"CS-2/32,                 Meiko                CERFACSFrance",32,2.8,5.76,
336,"CS-2/32,                 Meiko                CERNSwitzerland",32,2.8,5.76,
337,"SP2/14,                 IBM                Argonne National Laboratory - DISUnited States",14,2.62,3.72,
338,"SP2/14,                 IBM                Federal Home Loan Mortgage Corp.United States",14,2.62,3.72,
339,"SP2/14,                 IBM                Forschungszentrum Juelich (FZJ)Germany",14,2.62,3.72,
340,"SP2/14,                 IBM                GSIGermany",14,2.62,3.72,
341,"SP2/14,                 IBM                University of California, Los AngelesUnited States",14,2.62,3.72,
342,"SP2/14,                 IBM                University of LiegeBelgium",14,2.62,3.72,
343,"GC PowerPlus/64,                 Parsytec                CRS4Italy",64,2.61,5.12,
344,"GC PowerPlus/64,                 Parsytec                University of BergenNorway",64,2.61,5.12,
345,"iPSC/860,                 Intel                Alliant Techsystems Inc.United States",128,2.6,5.12,
346,"iPSC/860,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",128,2.6,5.12,
347,"iPSC/860,                 Intel                Grant TensorUnited Kingdom",128,2.6,5.12,
348,"iPSC/860,                 Intel                Grant TensorUnited States",128,2.6,5.12,
349,"iPSC/860,                 Intel                Lockheed Advanced DevelopmentUnited States",128,2.6,5.12,
350,"iPSC/860,                 Intel                NASA/Ames Research Center/NASUnited States",128,2.6,5.12,
351,"iPSC/860,                 Intel                NIH (National Institutes of Health)United States",128,2.6,5.12,
352,"iPSC/860,                 Intel                ONERAFrance",128,2.6,5.12,
353,"KSR1-96,                 Kendall Square Research                ATRJapan",96,2.54,3.84,
354,"KSR1-96,                 Kendall Square Research                Florida State UniversityUnited States",96,2.54,3.84,
355,"C4/XA-4,                 HPE                Ford Motor CompanyUnited States",4,2.53,3.24,
