Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"CM-5/1024,                 Thinking Machines Corporation                Los Alamos National LaboratoryUnited States",1024,59.7,131.0,
2,"CM-5/544,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",544,30.4,69.63,
3,"CM-5/512,                 Thinking Machines Corporation                NCSAUnited States",512,30.4,65.54,
4,"CM-5/512,                 Thinking Machines Corporation                National Security AgencyUnited States",512,30.4,65.54,
5,"SX-3/44R,                 NEC                NECJapan",4,23.2,25.6,
6,"SX-3/44,                 NEC                Atmospheric Environment Service (AES)Canada",4,20.0,22.0,
7,"CM-5/256,                 Thinking Machines Corporation                Naval Research Laboratory (NRL)United States",256,15.1,32.77,
8,"Delta,                 Intel                CaltechUnited States",512,13.9,20.48,
9,"Y-MP C916/16256,                 Cray/HPE                Cray ResearchUnited States",16,13.7,15.24,
10,"Y-MP C916/16256,                 Cray/HPE                DOE/Bettis Atomic Power LaboratoryUnited States",16,13.7,15.24,
11,"Y-MP C916/16256,                 Cray/HPE                DOE/Knolls Atomic Power LaboratoryUnited States",16,13.7,15.24,
12,"Y-MP C916/16128,                 Cray/HPE                ECMWFUnited Kingdom",16,13.7,15.24,
13,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
14,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
15,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
16,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
17,"Y-MP C916/16256,                 Cray/HPE                NASA/Ames Research Center/NASUnited States",16,13.7,15.24,
18,"Y-MP C916/16256,                 Cray/HPE                NERSC/LLNLUnited States",16,13.7,15.24,
19,"Y-MP C916/16256,                 Cray/HPE                Naval Oceanographic Office - NAVO DSRCUnited States",16,13.7,15.24,
20,"Y-MP C916/16256,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",16,13.7,15.24,
21,"SX-3/24R,                 NEC                National Institute for Fusion Science (NIFS)Japan",2,11.6,12.8,
22,"SX-3/24,                 NEC                NEC Daito Supercomputer CenterJapan",2,10.0,11.0,
23,"CM-200/64k,                 Thinking Machines Corporation                Los Alamos National LaboratoryUnited States",2048,9.8,20.0,
24,"CM-200/64k,                 Thinking Machines Corporation                Los Alamos National LaboratoryUnited States",2048,9.8,20.0,
25,"CM-5/128,                 Thinking Machines Corporation                Institut de Physique du Globe de Paris (IPG)France",128,7.7,16.38,
26,"CM-5/128,                 Thinking Machines Corporation                MITUnited States",128,7.7,16.38,
27,"CM-5/128,                 Thinking Machines Corporation                NASA/Ames Research Center/NASUnited States",128,7.7,16.38,
28,"CM-5/128,                 Thinking Machines Corporation                Schlumberger Well ServicesUnited States",128,7.7,16.38,
