Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
101,"SX-5/16A,                 NEC                Korea Meteorological AdministrationSouth Korea",16,123.0,128.0,
102,"SX-5/16A,                 NEC                NEC Fuchu PlantJapan",16,123.0,128.0,
103,"SX-5/16A,                 NEC                ONERAFrance",16,123.0,128.0,
104,"SX-5/16A,                 NEC                Tohoku University, Institute of Fluid ScienceJapan",16,123.0,128.0,
105,"SX-4/64M2,                 NEC                Meteorological Service of Canada (MSC)Canada",64,122.0,128.0,
106,"SX-4/64M2,                 NEC                National Institute for Fusion Science (NIFS)Japan",64,122.0,128.0,
107,"SX-4/64M2,                 NEC                Osaka UniversityJapan",64,122.0,128.0,
108,"SP PC604e 332 MHz,                 IBM                Bank Administration Institute (BAI)United States",396,121.0,262.8,
109,"SX-5/32Me2,                 NEC                HWW/Universitaet StuttgartGermany",32,121.0,128.0,
110,"SP PC604e 332 MHz,                 IBM                BCDIUnited States",392,120.0,260.2,
111,"SP PC604e 332 MHz,                 IBM                Metallurgical Industry Co.United States",392,120.0,260.2,
112,"SP Power3 375 MHz,                 IBM                Chemical CompanyGermany",114,118.0,171.0,
113,"T3E,                 Cray/HPE                GovernmentUnited States",268,117.0,160.8,
114,"T3E,                 Cray/HPE                IDRISFrance",268,117.0,160.8,
115,"T3E,                 Cray/HPE                National Supercomputer Centre (NSC)Sweden",268,117.0,160.8,
116,"T3E,                 Cray/HPE                UCSD/San Diego Supercomputer CenterUnited States",268,117.0,160.8,
117,"SP PC604e 332 MHz,                 IBM                France TelecomFrance",368,113.1,244.3,
118,"SP Power3 200 MHz,                 IBM                VolvoSweden",192,113.0,153.6,
119,"VPP700/56,                 Fujitsu                Kyushu UniversityJapan",56,110.0,123.2,
120,"SP P2SC 160 MHz,                 IBM                AWEUnited Kingdom",252,109.9,161.2,
121,"T3E1200,                 Cray/HPE                National Institute of Water and Atmospheric ResearchNew Zealand",132,109.3,158.4,
122,"SP PC604e 332 MHz,                 IBM                FUNBUnited States",352,108.2,233.7,
123,"SP P2SC 160 MHz,                 IBM                Maui High-Performance Computing Center (MHPCC)United States",243,106.1,155.52,
124,"VPP700/52,                 Fujitsu/SNI                Leibniz RechenzentrumGermany",52,106.0,114.4,
125,"SP PC604e 332 MHz,                 IBM                DeTeCSMGermany",342,105.2,227.0,
126,"XP/S-MP 125,                 Intel                Japan Atomic Energy Research InstituteJapan",2502,103.5,125.1,
127,"ORIGIN 2000 300 MHz,                 HPE                Centre Informatique National (CINES)France",256,101.4,153.6,
128,"ORIGIN 2000 300 MHz,                 HPE                GSIC Center, Tokyo Institute of TechnologyJapan",256,101.4,153.6,
129,"ORIGIN 2000 300 MHz,                 HPE                Tohoku University, Institute of Fluid ScienceJapan",256,101.4,153.6,
130,"ORIGIN 2000 250 MHz,                 HPE                NASA/Ames Research Center/NASUnited States",256,101.4,128.0,
131,"SP PC604e 332 MHz,                 IBM                ThyssenKrupp Information SystemsGermany",328,101.0,217.7,
132,"T3D MC1024-8,                 Cray/HPE                GovernmentUnited States",1024,100.5,153.6,
133,"SP Power3 375 MHz,                 IBM                Manufacturing CompanyJapan",96,100.0,144.0,
134,"SP PC604e 332 MHz,                 IBM                IBM Thomas J. Watson Research CenterUnited States",320,98.5,212.4,
135,"VPP700/48E,                 Fujitsu                ECMWFUnited Kingdom",48,97.5,115.2,
136,"SP PC604e 332 MHz,                 IBM                Banque National ParisFrance",316,97.3,209.8,
137,"SP P2SC 135 MHz,                 IBM                Air Force Research LaboratoryUnited States",256,94.19,138.24,
138,"SP P2SC 135 MHz,                 IBM                ERDC DSRCUnited States",256,94.19,138.24,
139,"SP PC604e 332 MHz,                 IBM                British AirwaysUnited Kingdom",302,93.1,200.5,
140,"SP Power3 375 MHz,                 IBM                Saudi AramcoSaudi Arabia",88,92.1,132.0,
141,"SP PC604e 332 MHz,                 IBM                IBM Credit CorporationUnited States",296,91.2,196.5,
142,"T3E750,                 Cray/HPE                GovernmentUnited States",172,89.8,129.0,
143,"SP PC604e 332 MHz,                 IBM                AlcatelFrance",272,84.0,180.6,
144,"SP Power3 375 MHz,                 IBM                University of ManchesterUnited Kingdom",80,84.0,120.0,
145,"SP P2SC 160 MHz,                 IBM                Western GeophysicalUnited Kingdom",190,83.5,121.6,
146,"SP PC604e 332 MHz,                 IBM                Sprint PCSUnited States",268,82.8,177.9,
147,"T3E900,                 Cray/HPE                KISTI Supercomputing CenterSouth Korea",132,82.1,118.8,
148,"T3E900,                 Cray/HPE                NOAA/Geophysical Fluid Dynamics Laboratory (GFDL)United States",132,82.1,118.8,
149,"SP P2SC 160 MHz,                 IBM                State FarmUnited States",186,81.89,119.0,
150,"T3E,                 Cray/HPE                Commissariat a l'Energie Atomique (CEA)France",188,81.3,112.8,
151,"SP Power3 222 MHz,                 IBM                DupontUnited States",128,80.83,113.6,
152,"ASCI White Nighthawk Prototype, SP Power3,                 IBM                Lawrence Livermore National LaboratoryUnited States",128,80.83,113.6,
