Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
301,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                AholdUnited States",96,234.0,499.2,
302,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                BOUYGTELFrance",96,234.0,499.2,
303,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                BoeingUnited States",96,234.0,499.2,
304,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Boston UniversityUnited States",96,234.0,499.2,
305,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                CiticorpUnited States",96,234.0,499.2,
306,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Hitachi Micro SystemsUnited States",96,234.0,499.2,
307,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Manufacturing CompanyUnited States",96,234.0,499.2,
308,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                National Association of SecuritiesUnited States",96,234.0,499.2,
309,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Technische Universitaet DarmstadtGermany",96,234.0,499.2,
310,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                University of BergenNorway",96,234.0,499.2,
311,"T3E,                 Cray/HPE                Forschungszentrum Juelich (FZJ)Germany",540,234.0,324.0,
312,"Netfinity Cluster PIII 1 GHz - Myrinet,                 IBM                SARA (Stichting Academisch Rekencentrum)Netherlands",400,232.0,400.0,
313,"VPP5000/25,                 Fujitsu                Taiwan Central Weather Bureau & CAATaiwan",25,232.0,240.0,
314,"SuperDome 750 MHz/HyperPlex,                 HPE                General MotorsUnited States",120,231.6,360.0,
315,"SR8000/32,                 Hitachi                Hokkaido UniversityJapan",32,229.0,256.0,
316,"pSeries 690 1.1GHz GigEth,                 IBM                INTESAUnited States",112,228.0,492.8,
317,"SuperDome 875 MHz/HyperPlex,                 HPE                AT&T WirelessUnited States",96,227.3,336.0,
318,"SuperDome 875 MHz/HyperPlex,                 HPE                AT&T WirelessUnited States",96,227.3,336.0,
319,"SuperDome 875 MHz/HyperPlex,                 HPE                Arnold Engineering Development Center (AEDC)United States",96,227.3,336.0,
320,"SuperDome 875 MHz/HyperPlex,                 HPE                BellSouthUnited States",96,227.3,336.0,
321,"SuperDome 875 MHz/HyperPlex,                 HPE                BellSouthUnited States",96,227.3,336.0,
322,"SuperDome 875 MHz/HyperPlex,                 HPE                BellSouthUnited States",96,227.3,336.0,
323,"SuperDome 875 MHz/HyperPlex,                 HPE                BellSouthUnited States",96,227.3,336.0,
324,"SuperDome 875 MHz/HyperPlex,                 HPE                Hanaro Telecom/SysoreJapan",96,227.3,336.0,
325,"SuperDome 875 MHz/HyperPlex,                 HPE                Lufthansa Infratec GmbHGermany",96,227.3,336.0,
326,"SuperDome 875 MHz/HyperPlex,                 HPE                Lufthansa Infratec GmbHGermany",96,227.3,336.0,
327,"SuperDome 875 MHz/HyperPlex,                 HPE                RR DonnelleyUnited States",96,227.3,336.0,
328,"SGI 750 Cluster Itanium 733 MHz,                 HPE                Ohio Supercomputer CenterUnited States",128,226.0,375.29,
329,"SP Power3 375 MHz,                 IBM                Gesellschaft fuer wissenschaftliche DatenverarbeitungGermany",224,226.0,336.0,
330,"SP Power3 375 MHz,                 IBM                Manufacturing CompanyUnited States",224,226.0,336.0,
331,"SP Power3 375 MHz 16 way,                 IBM                Saudi AramcoSaudi Arabia",208,226.0,312.0,
332,"Pentium 3 Cluster 1.0 GHz,                 Microway                University of MaineUnited States",416,225.8,416.0,
333,"AlphaServer SC40, 833 MHz,                 HPE                Commissariat a l'Energie Atomique (CEA)France",166,223.1,276.5,
334,"P4 Cluster 1.7 GHz - Myrinet,                 Self-made                KISTI Supercomputing CenterSouth Korea",128,221.6,435.2,
335,"CLIC PIII 800 MHz,                 Self-made                Technische Universitaet ChemnitzGermany",530,221.6,424.0,
336,"AlphaServer SC45, 1 GHz,                 HPE                CINECAItaly",128,220.5,256.0,
337,"Pentium 4 Cluster 2.4/2.0 GHz - Giganet,                 Self-made                Honda Research and Development CompanyJapan",140,219.0,588.0,
338,"T3E900,                 Cray/HPE                University of EdinburghUnited Kingdom",348,218.0,313.2,
339,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Williams-SonomaUnited States",88,216.0,457.6,
340,"ACL-284,                 HPTi                Forecast Systems Laboratory - NOAAUnited States",284,216.0,411.8,
341,"SP Power3 375 MHz,                 IBM                PSA Peugeot CitroenFrance",212,214.0,318.0,
342,"SuperDome 875 MHz/HyperPlex,                 HPE                CDM TechnoconsultingItaly",96,213.1,336.0,
343,"SuperDome 875 MHz/HyperPlex,                 HPE                GMACUnited States",96,213.1,336.0,
344,"SuperDome 875 MHz/HyperPlex,                 HPE                NeiMeng MobileChina",96,213.1,336.0,
345,"SuperDome 875 MHz/HyperPlex,                 HPE                Santa Lucia SASpain",96,213.1,336.0,
346,"pSeries 690 1.1GHz GigEth,                 IBM                Avon ProductsUnited States",104,213.0,457.6,
347,"VPP700/116,                 Fujitsu                ECMWFUnited Kingdom",116,213.0,255.2,
348,"Titech Grid Cluster - PIII 1.4 GHz,                 NEC                GSIC Center, Tokyo Institute of TechnologyJapan",256,212.7,358.4,
349,"SP Power3 375 MHz,                 IBM                Chemical CompanyGermany",210,212.0,315.0,
350,"SX-5/28M2,                 NEC                Korea Meteorological AdministrationSouth Korea",28,212.0,224.0,
351,"AlphaServer SC ES40/EV67,                 HPE                Commissariat a l'Energie Atomique (CEA)France",232,211.0,309.33,
352,"SP PC604e 332 MHz,                 IBM                Sobeys CanadaCanada",512,210.2,339.9,
353,"ORIGIN 3000 500 MHz,                 HPE                Centre Informatique National (CINES)France",256,210.2,256.0,
354,"ORIGIN 3000 500 MHz,                 HPE                Ford Motor CompanyUnited States",256,210.2,256.0,
355,"ORIGIN 3000 500 MHz,                 HPE                GovernmentUnited States",256,210.2,256.0,
356,"ORIGIN 3000 500 MHz,                 HPE                IndustryUnited States",256,210.2,256.0,
357,"ORIGIN 3000 500 MHz,                 HPE                Japan Atomic Energy Research InstituteJapan",256,210.2,256.0,
358,"ORIGIN 3000 500 MHz,                 HPE                Kyoto University, Institute for Chemical ResearchJapan",256,210.2,256.0,
359,"ORIGIN 3000 500 MHz,                 HPE                Manufacturing CompanyUnited States",256,210.2,256.0,
360,"ORIGIN 3000 500 MHz,                 HPE                US Army Research Laboratory (ARL)United States",256,210.2,256.0,
361,"SP Power3 375 MHz 16 way,                 IBM                Brigham Young UniversityUnited States",192,208.0,288.0,
362,"SR8000-F1/20,                 Hitachi                Japan Atomic Energy Research/Tokai Research EstablishmentJapan",20,206.0,240.0,
363,"Netfinity Cluster PIII 1.26 GHz - Eth,                 IBM                4SC AGGermany",512,205.3,645.1,
364,"Netfinity Cluster PIII 1.26 GHz - Eth,                 IBM                PGSEgypt",512,205.3,645.1,
365,"Netfinity Cluster PIII 1.26 GHz - Eth,                 IBM                Petroleum Geo-ServicesUnited States",512,205.3,645.1,
366,"Schroedinger I AMD 1.47 GHz,                 init.at                Universitaet WienAustria",160,204.5,472.0,
367,"SP Power3 375 MHz,                 IBM                University of Alaska - Arctic Region Supercomputing CenterUnited States",200,203.0,300.0,
368,"SR8000-G1/16,                 Hitachi                Hitachi Mechanical Engineering Res. Lab.Japan",16,199.1,230.4,
369,"pSeries 690 1.1GHz GigEth,                 IBM                Gesellschaft fuer wissenschaftliche DatenverarbeitungGermany",96,198.0,422.4,
370,"pSeries 690 1.1GHz GigEth,                 IBM                HeiLongJiang Mobile BOSSChina",96,198.0,422.4,
371,"pSeries 690 1.1GHz GigEth,                 IBM                VerizonUnited States",96,198.0,422.4,
372,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                AventUnited States",80,198.0,416.0,
373,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                Capital One ServicesUnited States",80,198.0,416.0,
374,"pSeries 690 Turbo 1.3GHz GigEth,                 IBM                University of RochesterUnited States",80,198.0,416.0,
375,"Fire 15K,                 Oracle                AT&TUnited States",144,197.3,259.2,
376,"Fire 15K,                 Oracle                AT&TUnited States",144,197.3,259.2,
377,"Fire 15K,                 Oracle                Advanced Info ServiceThailand",144,197.3,259.2,
378,"Fire 15K,                 Oracle                Advanced Info ServiceThailand",144,197.3,259.2,
379,"Fire 15K,                 Oracle                Automotive ManufacturerFrance",144,197.3,259.2,
