Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"Numerical Wind Tunnel,                 Fujitsu                National Aerospace Laboratory of JapanJapan",140,124.0,235.79,
2,"CM-5/1024,                 Thinking Machines Corporation                Los Alamos National LaboratoryUnited States",1024,59.7,131.0,
3,"CM-5/544,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",544,30.4,69.63,
4,"CM-5/512,                 Thinking Machines Corporation                NCSAUnited States",512,30.4,65.54,
5,"CM-5/512,                 Thinking Machines Corporation                National Security AgencyUnited States",512,30.4,65.54,
6,"SX-3/44R,                 NEC                NECJapan",4,23.2,25.6,
7,"SX-3/44,                 NEC                Atmospheric Environment Service (AES)Canada",4,20.0,22.0,
8,"XP/S35,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",512,15.2,25.6,
9,"XP/S35,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",512,15.2,25.6,
10,"CM-5/256,                 Thinking Machines Corporation                GovernmentUnited States",256,15.1,32.77,
11,"CM-5/256,                 Thinking Machines Corporation                Naval Research Laboratory (NRL)United States",256,15.1,32.77,
12,"CM-5/256,                 Thinking Machines Corporation                Thinking MachinesUnited States",256,15.1,32.77,
13,"Delta,                 Intel                CaltechUnited States",512,13.9,20.48,
14,"Y-MP C916/16256,                 Cray/HPE                Cray ResearchUnited States",16,13.7,15.24,
15,"Y-MP C916/16256,                 Cray/HPE                DOE/Bettis Atomic Power LaboratoryUnited States",16,13.7,15.24,
16,"Y-MP C916/16256,                 Cray/HPE                DOE/Knolls Atomic Power LaboratoryUnited States",16,13.7,15.24,
17,"Y-MP C916/16128,                 Cray/HPE                ECMWFUnited Kingdom",16,13.7,15.24,
18,"Y-MP C916/16256,                 Cray/HPE                ERDC DSRCUnited States",16,13.7,15.24,
19,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
20,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
21,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
22,"Y-MP C916/161024,                 Cray/HPE                GovernmentUnited States",16,13.7,15.24,
23,"Y-MP C916/16512,                 Cray/HPE                KISTI Supercomputing CenterSouth Korea",16,13.7,15.24,
24,"Y-MP C916/16256,                 Cray/HPE                NASA/Ames Research Center/NASUnited States",16,13.7,15.24,
